satellite_id,OBJECT_NAME,OWNER,OBJECT_TYPE,ALTITUDE_MEAN_KM,INCLINATION,ORBIT_CLASS,collision_score,pc_annual,pc_annual_pct,n_events_total,n_high_risk,n_medium_risk,n_low_risk,n_emergency,avg_miss_distance_m,min_miss_distance_m,max_pc_event,max_pc_event_pct,events_per_month_estimated,data_quality,data_source,extrapolated,data_period_days,imputation_confidence,n_peers_used
55498,STARLINK-5365,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55499,STARLINK-5366,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55500,STARLINK-5141,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55501,STARLINK-5367,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55560,PROGRESS-MS 22,CIS,PAYLOAD,418.5,51.64,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
55562,EOS-7,IND,PAYLOAD,187.5,37.17,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55563,AZAADISAT-2,IND,PAYLOAD,196.5,37.16,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55564,JANUS-1,US,PAYLOAD,254.5,37.17,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55569,STARLINK-5749,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55570,STARLINK-5737,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55571,STARLINK-5739,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55572,STARLINK-5732,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55573,STARLINK-5738,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55574,STARLINK-5747,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55575,STARLINK-5745,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55576,STARLINK-5751,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55577,STARLINK-5752,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55579,STARLINK-5754,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55580,STARLINK-5757,US,PAYLOAD,559.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55581,STARLINK-5753,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55582,STARLINK-5741,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55583,STARLINK-5742,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55584,STARLINK-5736,US,PAYLOAD,559.5,42.99,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55585,STARLINK-5769,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55586,STARLINK-5767,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55587,STARLINK-5727,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55588,STARLINK-5728,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55589,STARLINK-5697,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55590,STARLINK-5762,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55591,STARLINK-5760,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55592,STARLINK-5759,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55593,STARLINK-5703,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55594,STARLINK-5750,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55596,STARLINK-5729,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55597,STARLINK-5743,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55598,STARLINK-5756,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55599,STARLINK-5761,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55600,STARLINK-5755,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55601,STARLINK-5744,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55602,STARLINK-5764,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55603,STARLINK-5735,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55604,STARLINK-5748,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55605,STARLINK-5725,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55606,STARLINK-5723,US,PAYLOAD,194.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55607,STARLINK-5700,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55608,STARLINK-5726,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55609,STARLINK-5719,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55610,STARLINK-5722,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55611,STARLINK-5730,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55612,STARLINK-5734,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55613,STARLINK-5715,US,PAYLOAD,481.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55614,STARLINK-5714,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55615,STARLINK-5712,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55616,STARLINK-5710,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55617,STARLINK-5721,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55618,STARLINK-5717,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55619,STARLINK-5720,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55620,STARLINK-5718,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55621,STARLINK-5709,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55622,STARLINK-5702,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55623,STARLINK-5698,US,PAYLOAD,559.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
55628,STARLINK-5484,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55629,STARLINK-5497,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55630,STARLINK-5303,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55631,STARLINK-5558,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55632,STARLINK-5546,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55633,STARLINK-5498,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55634,STARLINK-5500,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55635,STARLINK-5495,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55636,STARLINK-5218,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55637,STARLINK-5062,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55638,STARLINK-5507,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55639,STARLINK-5508,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55640,STARLINK-5069,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55641,STARLINK-5065,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55642,STARLINK-5478,US,PAYLOAD,176.5,69.97,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55643,STARLINK-5483,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55644,STARLINK-5502,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55645,STARLINK-5102,US,PAYLOAD,385.0,70.0,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55647,STARLINK-5510,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55648,STARLINK-5501,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55649,STARLINK-5469,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55650,STARLINK-5494,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55651,STARLINK-5506,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55652,STARLINK-5487,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55653,STARLINK-5067,US,PAYLOAD,572.5,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55654,STARLINK-5070,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55655,STARLINK-5267,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55656,STARLINK-5326,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55657,STARLINK-5328,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55658,STARLINK-5307,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55659,STARLINK-5477,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55660,STARLINK-5467,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55661,STARLINK-5475,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55662,STARLINK-5479,US,PAYLOAD,569.5,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55663,STARLINK-5473,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55664,STARLINK-5480,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55665,STARLINK-5474,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55666,STARLINK-5457,US,PAYLOAD,171.5,69.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55667,STARLINK-5456,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55668,STARLINK-5455,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55669,STARLINK-5459,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55670,STARLINK-5423,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55671,STARLINK-5460,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55672,STARLINK-5461,US,PAYLOAD,383.0,70.0,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55673,STARLINK-5463,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55674,STARLINK-5462,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55675,STARLINK-5232,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55676,STARLINK-5300,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55677,STARLINK-5324,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55678,STARLINK-5314,US,PAYLOAD,178.0,69.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55685,DRUMS TARGET-1,JPN,PAYLOAD,223.5,97.38,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55688,SOYUZ-MS 23,CIS,PAYLOAD,418.0,51.64,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
55690,HORUS 1,EGYP,PAYLOAD,494.5,97.38,LEO,77.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_12,False,0,MEDIUM,12.0
55695,STARLINK-30050,US,PAYLOAD,172.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55696,STARLINK-30038,US,PAYLOAD,216.5,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55697,STARLINK-30040,US,PAYLOAD,348.0,43.0,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55698,STARLINK-30061,US,PAYLOAD,192.0,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55699,STARLINK-30055,US,PAYLOAD,201.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55700,STARLINK-30064,US,PAYLOAD,348.5,43.0,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55701,STARLINK-30065,US,PAYLOAD,216.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55702,STARLINK-30042,US,PAYLOAD,186.5,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55703,STARLINK-30044,US,PAYLOAD,171.5,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55704,STARLINK-30051,US,PAYLOAD,167.5,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55705,STARLINK-30057,US,PAYLOAD,240.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55706,STARLINK-30054,US,PAYLOAD,227.5,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55707,STARLINK-30060,US,PAYLOAD,200.5,43.0,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55709,STARLINK-30047,US,PAYLOAD,238.5,43.0,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55710,STARLINK-30046,US,PAYLOAD,340.0,43.0,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55711,STARLINK-30048,US,PAYLOAD,161.0,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55712,STARLINK-30037,US,PAYLOAD,185.0,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55713,STARLINK-30063,US,PAYLOAD,227.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55714,STARLINK-30059,US,PAYLOAD,215.5,42.95,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55715,STARLINK-30062,US,PAYLOAD,172.5,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55740,CREW DRAGON 6,US,PAYLOAD,410.5,51.62,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
55741,STARLINK-5592,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55742,STARLINK-5594,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55743,STARLINK-5602,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55744,STARLINK-5601,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55746,STARLINK-5579,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55747,STARLINK-5539,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55748,STARLINK-5580,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55750,STARLINK-5573,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55751,STARLINK-5577,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55752,STARLINK-5613,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55753,STARLINK-5617,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55754,STARLINK-5612,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55755,STARLINK-5619,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55756,STARLINK-5614,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55757,STARLINK-5544,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55758,STARLINK-5072,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55759,STARLINK-5081,US,PAYLOAD,192.5,69.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
55760,STARLINK-5532,US,PAYLOAD,572.5,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55761,STARLINK-5611,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55762,STARLINK-5603,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55763,STARLINK-5593,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55764,STARLINK-5499,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55765,STARLINK-5595,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55766,STARLINK-5599,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55767,STARLINK-5606,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55769,STARLINK-5584,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55770,STARLINK-5557,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55771,STARLINK-5591,US,PAYLOAD,572.5,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55772,STARLINK-5835,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55773,STARLINK-5833,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55774,STARLINK-5812,US,PAYLOAD,572.5,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55775,STARLINK-5809,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55776,STARLINK-5810,US,PAYLOAD,486.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
55777,STARLINK-5814,US,PAYLOAD,572.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
