satellite_id,OBJECT_NAME,OWNER,OBJECT_TYPE,ALTITUDE_MEAN_KM,ORBIT_CLASS,bors_score,age_factor,tri,operator_heritage_index,infant_mortality_flag,cqi,hi,mri,svi,age_years,expected_lifetime_years,launch_mass_kg,contractor_tier,operator_tier,purpose
3472,OPS 0964,US,PAYLOAD,171.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,57.02,12,800.0,3,3,Communications
3473,COSMOS 246,CIS,PAYLOAD,230.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,57.02,12,800.0,3,3,Communications
3484,COSMOS 247,CIS,PAYLOAD,268.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,57.01,12,800.0,3,3,Communications
3486,APOLLO 7,US,PAYLOAD,300.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,57.01,12,800.0,3,3,Communications
3504,COSMOS 249,CIS,PAYLOAD,1274.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.98,12,800.0,3,3,Communications
3510,OPS 4078 (DMSP 4B F2),US,PAYLOAD,798.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.97,12,800.0,3,3,Communications
3511,SOYUZ 2,CIS,PAYLOAD,196.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.97,12,800.0,3,3,Communications
3516,SOYUZ 3,CIS,PAYLOAD,215.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.97,12,800.0,3,3,Communications
3526,COSMOS 250,CIS,PAYLOAD,189.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.96,12,800.0,3,3,Communications
3528,COSMOS 251,CIS,PAYLOAD,178.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.95,12,800.0,3,3,Communications
3530,COSMOS 252,CIS,PAYLOAD,1308.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.95,12,800.0,3,3,Communications
3531,OPS 1315,US,PAYLOAD,161.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.94,12,800.0,3,3,Communications
3532,OPS 5296,US,PAYLOAD,225.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.94,12,800.0,3,3,Communications
3542,COSMOS 253,CIS,PAYLOAD,264.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.92,12,800.0,3,3,Communications
3562,COSMOS 254,CIS,PAYLOAD,262.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.9,12,800.0,3,3,Communications
3574,COSMOS 255,CIS,PAYLOAD,250.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.87,12,800.0,3,3,Communications
3576,COSMOS 256,CIS,PAYLOAD,1196.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.87,12,800.0,3,3,Communications
3578,COSMOS 257,CIS,PAYLOAD,174.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.86,12,800.0,3,3,Communications
3594,OPS 6518,US,PAYLOAD,364.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.86,12,800.0,3,3,Communications
3597,OAO 2,US,PAYLOAD,735.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.85,12,800.0,3,3,Communications
3602,COSMOS 258,CIS,PAYLOAD,249.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.84,12,800.0,3,3,Communications
3605,OPS 7684,US,PAYLOAD,1420.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.84,12,800.0,3,3,Communications
3612,COSMOS 259,CIS,PAYLOAD,510.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.83,12,800.0,3,3,Communications
3615,ESSA 8 (TOS-F),US,PAYLOAD,1438.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.83,12,800.0,3,3,Communications
3624,COSMOS 261,CIS,PAYLOAD,186.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.82,12,800.0,3,3,Communications
3629,COSMOS 262,CIS,PAYLOAD,163.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.8,12,800.0,3,3,Communications
3651,COSMOS 263,CIS,PAYLOAD,259.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.75,12,800.0,3,3,Communications
3654,SOYUZ 4,CIS,PAYLOAD,215.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.75,12,800.0,3,3,Communications
3656,SOYUZ 5,CIS,PAYLOAD,215.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.74,12,800.0,3,3,Communications
3665,OPS 7585,US,PAYLOAD,596.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.73,12,800.0,3,3,Communications
3667,COSMOS 264,CIS,PAYLOAD,259.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.72,12,800.0,3,3,Communications
3672,OPS 3890,US,PAYLOAD,186.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.69,12,800.0,3,3,Communications
3673,OPS 2644,US,PAYLOAD,1408.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.69,12,800.0,3,3,Communications
3675,COSMOS 265,CIS,PAYLOAD,216.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.68,12,800.0,3,3,Communications
3761,COSMOS 266,CIS,PAYLOAD,265.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.63,12,800.0,3,3,Communications
3764,ESSA 9 (TOS-G),US,PAYLOAD,1465.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.63,12,800.0,3,3,Communications
3765,COSMOS 267,CIS,PAYLOAD,263.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.63,12,800.0,3,3,Communications
3769,APOLLO 9 CM,US,PAYLOAD,313.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.62,12,800.0,3,3,Communications
3771,APOLLO 9 LM APS,US,PAYLOAD,163.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.62,12,800.0,3,3,Communications
3772,OPS 4248,US,PAYLOAD,248.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.61,12,800.0,3,3,Communications
3773,COSMOS 268,CIS,PAYLOAD,196.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.61,12,800.0,3,3,Communications
3775,COSMOS 269,CIS,PAYLOAD,192.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.61,12,800.0,3,3,Communications
3777,COSMOS 270,CIS,PAYLOAD,260.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.61,12,800.0,3,3,Communications
3780,APOLLO 9 LM DPS,US,PAYLOAD,171.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.62,12,800.0,3,3,Communications
3807,COSMOS 271,CIS,PAYLOAD,252.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.58,12,800.0,3,3,Communications
3818,COSMOS 272,CIS,PAYLOAD,1192.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.58,12,800.0,3,3,Communications
3823,OV1-17,US,PAYLOAD,179.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.57,12,800.0,3,3,Communications
3826,OV1-17A (ORBISCAL 2),US,PAYLOAD,164.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.57,12,800.0,3,3,Communications
3830,OPS 2285,US,PAYLOAD,168.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.57,12,800.0,3,3,Communications
3831,COSMOS 273,CIS,PAYLOAD,258.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.56,12,800.0,3,3,Communications
3833,COSMOS 274,CIS,PAYLOAD,248.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.56,12,800.0,3,3,Communications
3846,COSMOS 275,CIS,PAYLOAD,177.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.55,12,800.0,3,3,Communications
3854,COSMOS 276,CIS,PAYLOAD,281.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.53,12,800.0,3,3,Communications
3855,COSMOS 277,CIS,PAYLOAD,170.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.53,12,800.0,3,3,Communications
3883,COSMOS 278,CIS,PAYLOAD,250.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.51,12,800.0,3,3,Communications
3885,MOLNIYA 1-11,CIS,PAYLOAD,1245.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.51,12,800.0,3,3,Communications
3890,NIMBUS 3,US,PAYLOAD,1099.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.5,12,800.0,3,3,Communications
3891,SECOR 13 (EGRS 13),US,PAYLOAD,1098.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.5,12,800.0,3,3,Communications
3893,COSMOS 279,CIS,PAYLOAD,224.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.5,12,800.0,3,3,Communications
3895,OPS 5310,US,PAYLOAD,239.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.5,12,800.0,3,3,Communications
3906,COSMOS 280,CIS,PAYLOAD,226.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.48,12,800.0,3,3,Communications
3914,OPS 1101,US,PAYLOAD,178.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.45,12,800.0,3,3,Communications
3915,OPS 1721,US,PAYLOAD,185.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.45,12,800.0,3,3,Communications
3939,COSMOS 281,CIS,PAYLOAD,245.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.42,12,800.0,3,3,Communications
3944,COSMOS 282,CIS,PAYLOAD,260.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.4,12,800.0,3,3,Communications
3957,COSMOS 283,CIS,PAYLOAD,167.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.38,12,800.0,3,3,Communications
3971,COSMOS 284,CIS,PAYLOAD,246.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.38,12,800.0,3,3,Communications
3983,COSMOS 285,CIS,PAYLOAD,191.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.36,12,800.0,3,3,Communications
3984,OPS 1077,US,PAYLOAD,252.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.36,12,800.0,3,3,Communications
3986,OGO 6,US,PAYLOAD,190.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.36,12,800.0,3,3,Communications
3988,COSMOS 286,CIS,PAYLOAD,261.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.33,12,800.0,3,3,Communications
3991,COSMOS 287,CIS,PAYLOAD,221.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.31,12,800.0,3,3,Communications
3994,COSMOS 288,CIS,PAYLOAD,229.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.3,12,800.0,3,3,Communications
4034,COSMOS 289,CIS,PAYLOAD,258.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.26,12,800.0,3,3,Communications
4042,COSMOS 290,CIS,PAYLOAD,257.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.23,12,800.0,3,3,Communications
4047,OPS 1127 (DMSP 4B F3),US,PAYLOAD,793.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.23,12,800.0,3,3,Communications
4050,OPS 3654,US,PAYLOAD,174.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.22,12,800.0,3,3,Communications
4054,OPS 8285,US,PAYLOAD,196.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.21,12,800.0,3,3,Communications
4058,COSMOS 291,CIS,PAYLOAD,165.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.19,12,800.0,3,3,Communications
4065,OSO 6,US,PAYLOAD,170.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.18,12,800.0,3,3,Communications
4066,PAC 1,US,PAYLOAD,206.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.18,12,800.0,3,3,Communications
4070,COSMOS 292,CIS,PAYLOAD,708.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.17,12,800.0,3,3,Communications
4072,COSMOS 293,CIS,PAYLOAD,219.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.16,12,800.0,3,3,Communications
4074,COSMOS 294,CIS,PAYLOAD,260.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.15,12,800.0,3,3,Communications
4076,COSMOS 295,CIS,PAYLOAD,243.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.15,12,800.0,3,3,Communications
4078,OPS 7807,US,PAYLOAD,259.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.14,12,800.0,3,3,Communications
4080,COSMOS 296,CIS,PAYLOAD,250.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.13,12,800.0,3,3,Communications
4082,COSMOS 297,CIS,PAYLOAD,252.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.11,12,800.0,3,3,Communications
4097,COSMOS 299,CIS,PAYLOAD,244.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.07,12,800.0,3,3,Communications
4103,OPS 4710,US,PAYLOAD,211.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.06,12,800.0,3,3,Communications
4106,COSMOS 301,CIS,PAYLOAD,235.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.05,12,800.0,3,3,Communications
4111,OPS 1807,US,PAYLOAD,186.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4114,ESRO-1B (BOREAS),ESRO,PAYLOAD,180.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4122,SOYUZ 6,CIS,PAYLOAD,228.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.01,12,800.0,3,3,Communications
4124,SOYUZ 7,CIS,PAYLOAD,222.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.01,12,800.0,3,3,Communications
4126,SOYUZ 8,CIS,PAYLOAD,219.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.0,12,800.0,3,3,Communications
4128,INTERCOSMOS 1,CIS,PAYLOAD,174.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.0,12,800.0,3,3,Communications
4130,COSMOS 302,CIS,PAYLOAD,255.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.99,12,800.0,3,3,Communications
4132,SOICAL [CONE],US,PAYLOAD,788.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4136,COSMOS 303,CIS,PAYLOAD,179.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.99,12,800.0,3,3,Communications
4138,COSMOS 304,CIS,PAYLOAD,737.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.98,12,800.0,3,3,Communications
4150,COSMOS 305,CIS,PAYLOAD,178.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.98,12,800.0,3,3,Communications
4166,SOICAL [CYLINDER],US,PAYLOAD,236.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4168,TEMPSAT 2,US,PAYLOAD,907.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4182,COSMOS 306,CIS,PAYLOAD,252.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.97,12,800.0,3,3,Communications
4184,COSMOS 307,CIS,PAYLOAD,179.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.97,12,800.0,3,3,Communications
4186,OPS 8455,US,PAYLOAD,281.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.97,12,800.0,3,3,Communications
4219,COSMOS 308,CIS,PAYLOAD,166.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.94,12,800.0,3,3,Communications
4221,AZUR (GRS A),GER,PAYLOAD,534.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.93,12,800.0,3,3,Communications
4223,COSMOS 309,CIS,PAYLOAD,270.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.92,12,800.0,3,3,Communications
4232,COSMOS 310,CIS,PAYLOAD,265.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.91,12,800.0,3,3,Communications
4237,OPS 7613 (P/L 4),US,PAYLOAD,908.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4247,OPS 7613 (P/L 5),US,PAYLOAD,908.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4252,COSMOS 311,CIS,PAYLOAD,179.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.89,12,800.0,3,3,Communications
4254,COSMOS 312,CIS,PAYLOAD,1157.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.89,12,800.0,3,3,Communications
4256,OPS 7613 (P/L 1),US,PAYLOAD,897.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4257,TIMATION 2,US,PAYLOAD,906.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4259,OPS 7613 (P/L 3),US,PAYLOAD,911.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4262,COSMOS 313,CIS,PAYLOAD,218.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.86,12,800.0,3,3,Communications
4264,OPS 6617,US,PAYLOAD,178.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.86,12,800.0,3,3,Communications
4266,COSMOS 314,CIS,PAYLOAD,254.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.84,12,800.0,3,3,Communications
4273,COSMOS 315,CIS,PAYLOAD,183.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.82,12,800.0,3,3,Communications
4280,COSMOS 317,CIS,PAYLOAD,238.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.81,12,800.0,3,3,Communications
4285,INTERCOSMOS 2,CIS,PAYLOAD,177.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.8,12,800.0,3,3,Communications
4292,COSMOS 318,CIS,PAYLOAD,230.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.76,12,800.0,3,3,Communications
4295,OPS 7613 (P/L 6),US,PAYLOAD,909.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,56.04,12,800.0,3,3,Communications
4296,OPS 6531,US,PAYLOAD,246.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.75,12,800.0,3,3,Communications
4299,COSMOS 319,CIS,PAYLOAD,165.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.75,12,800.0,3,3,Communications
4301,COSMOS 320,CIS,PAYLOAD,197.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.74,12,800.0,3,3,Communications
4308,COSMOS 321,CIS,PAYLOAD,274.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.73,12,800.0,3,3,Communications
4315,COSMOS 322,CIS,PAYLOAD,249.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.73,12,800.0,3,3,Communications
4320,ITOS 1 (TIROS M),US,PAYLOAD,1455.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.72,12,800.0,3,3,Communications
4321,OSCAR 5 (AO-5),AUS,PAYLOAD,1455.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.72,12,800.0,3,3,Communications
4327,SERT 2,US,PAYLOAD,1040.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.69,12,800.0,3,3,Communications
4328,COSMOS 323,CIS,PAYLOAD,251.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.67,12,800.0,3,3,Communications
4330,OHSUMI,JPN,PAYLOAD,166.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.67,12,800.0,3,3,Communications
4331,OPS 0054 (DMSP 5A F1),US,PAYLOAD,777.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.67,12,800.0,3,3,Communications
4338,COSMOS 324,CIS,PAYLOAD,165.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.63,12,800.0,3,3,Communications
4340,COSMOS 325,CIS,PAYLOAD,256.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.61,12,800.0,3,3,Communications
4342,OPS 0440,US,PAYLOAD,213.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.61,12,800.0,3,3,Communications
4343,OPS 3402,US,PAYLOAD,164.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.61,12,800.0,3,3,Communications
4344,DIAL-WIKA,GER,PAYLOAD,471.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.6,12,800.0,3,3,Communications
4345,DIAL-MIKA & DIAMANT R/B,FR,PAYLOAD,741.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.6,12,800.0,3,3,Communications
4346,COSMOS 326,CIS,PAYLOAD,218.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.59,12,800.0,3,3,Communications
4351,COSMOS 327,CIS,PAYLOAD,167.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.58,12,800.0,3,3,Communications
4355,COSMOS 328,CIS,PAYLOAD,213.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.55,12,800.0,3,3,Communications
4357,COSMOS 329,CIS,PAYLOAD,185.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.53,12,800.0,3,3,Communications
4360,COSMOS 330,CIS,PAYLOAD,186.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.52,12,800.0,3,3,Communications
4362,NIMBUS 4,US,PAYLOAD,1092.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.52,12,800.0,3,3,Communications
4363,TOPO 1,US,PAYLOAD,1084.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.52,12,800.0,3,3,Communications
4364,COSMOS 331,CIS,PAYLOAD,259.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.52,12,800.0,3,3,Communications
4369,COSMOS 332,CIS,PAYLOAD,716.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.51,12,800.0,3,3,Communications
4373,COSMOS 333,CIS,PAYLOAD,213.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.5,12,800.0,3,3,Communications
4375,OPS 2863,US,PAYLOAD,215.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.5,12,800.0,3,3,Communications
4378,COSMOS 334,CIS,PAYLOAD,173.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.48,12,800.0,3,3,Communications
4382,DFH 1,PRC,PAYLOAD,1209.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.47,12,800.0,3,3,Communications
4383,COSMOS 336,CIS,PAYLOAD,1474.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.47,12,800.0,3,3,Communications
4384,COSMOS 337,CIS,PAYLOAD,1509.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.47,12,800.0,3,3,Communications
4385,COSMOS 338,CIS,PAYLOAD,1492.5,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.47,12,800.0,3,3,Communications
4386,COSMOS 339,CIS,PAYLOAD,1457.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.47,12,800.0,3,3,Communications
4387,COSMOS 340,CIS,PAYLOAD,1438.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.47,12,800.0,3,3,Communications
4388,COSMOS 341,CIS,PAYLOAD,1405.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,55.47,12,800.0,3,3,Communications
