NORAD_CAT_ID,OBJECT_NAME,OWNER,OBJECT_TYPE,OPS_STATUS_CODE,LAUNCH_DATE,LAUNCH_SITE,LAUNCH_YEAR,PERIOD,INCLINATION,APOGEE,PERIGEE,ALTITUDE_MEAN_KM,ORBIT_CLASS
7617,COSMOS 704,CIS,PAYLOAD,D,1975-01-23,PLMSC,1975,89.54,72.84,336.0,167.0,251.5,LEO
7623,COSMOS 705,CIS,PAYLOAD,D,1975-01-28,PLMSC,1975,88.33,70.94,210.0,175.0,192.5,LEO
7637,COSMOS 707,CIS,PAYLOAD,D,1975-02-05,PLMSC,1975,87.76,74.0,171.0,156.0,163.5,LEO
7641,MOLNIYA 2-12,CIS,PAYLOAD,D,1975-02-06,PLMSC,1975,99.93,63.62,1442.0,68.0,755.0,LEO
7646,STARLETTE,FR,PAYLOAD,+,1975-02-06,FRGUI,1975,104.17,49.83,1106.0,805.0,955.5,LEO
7663,COSMOS 708,CIS,PAYLOAD,,1975-02-12,PLMSC,1975,113.54,69.23,1409.0,1369.0,1389.0,LEO
7664,COSMOS 709,CIS,PAYLOAD,D,1975-02-12,PLMSC,1975,88.94,62.82,270.0,175.0,222.5,LEO
7671,TAIYO (SRATS),JPN,PAYLOAD,D,1975-02-24,KSCUT,1975,88.26,31.47,225.0,152.0,188.5,LEO
7675,COSMOS 710,CIS,PAYLOAD,D,1975-02-26,TYMSC,1975,89.1,64.97,291.0,169.0,230.0,LEO
7678,COSMOS 711,CIS,PAYLOAD,,1975-02-28,PLMSC,1975,115.47,74.01,1493.0,1462.0,1477.5,LEO
7679,COSMOS 712,CIS,PAYLOAD,,1975-02-28,PLMSC,1975,114.88,74.0,1490.0,1410.0,1450.0,LEO
7680,COSMOS 713,CIS,PAYLOAD,,1975-02-28,PLMSC,1975,114.68,74.01,1486.0,1395.0,1440.5,LEO
7681,COSMOS 714,CIS,PAYLOAD,,1975-02-28,PLMSC,1975,115.26,74.0,1490.0,1444.0,1467.0,LEO
7682,COSMOS 715,CIS,PAYLOAD,,1975-02-28,PLMSC,1975,115.69,74.0,1503.0,1470.0,1486.5,LEO
7683,COSMOS 716,CIS,PAYLOAD,,1975-02-28,PLMSC,1975,115.9,74.0,1514.0,1478.0,1496.0,LEO
7684,COSMOS 717,CIS,PAYLOAD,,1975-02-28,PLMSC,1975,116.14,74.01,1535.0,1480.0,1507.5,LEO
7685,COSMOS 718,CIS,PAYLOAD,,1975-02-28,PLMSC,1975,115.07,74.0,1489.0,1429.0,1459.0,LEO
7687,OPS 2439,US,PAYLOAD,,1975-03-10,AFWTR,1975,,,,,,
7691,COSMOS 719,CIS,PAYLOAD,D,1975-03-12,TYMSC,1975,89.26,64.98,304.0,172.0,238.0,LEO
7696,COSMOS 720,CIS,PAYLOAD,D,1975-03-21,PLMSC,1975,89.11,62.83,280.0,181.0,230.5,LEO
7705,COSMOS 721,CIS,PAYLOAD,D,1975-03-26,PLMSC,1975,88.64,81.32,216.0,198.0,207.0,LEO
7709,COSMOS 722,CIS,PAYLOAD,D,1975-03-27,TYMSC,1975,89.35,71.36,314.0,171.0,242.5,LEO
7710,INTERCOSMOS 13,CIS,PAYLOAD,D,1975-03-27,PLMSC,1975,87.73,82.84,176.0,148.0,162.0,LEO
7714,METEOR 1-21,CIS,PAYLOAD,,1975-04-01,PLMSC,1975,102.24,81.19,885.0,845.0,865.0,LEO
7718,COSMOS 723,CIS,PAYLOAD,,1975-04-02,TYMSC,1975,103.62,64.72,950.0,910.0,930.0,LEO
7727,COSMOS 724,CIS,PAYLOAD,,1975-04-07,TYMSC,1975,102.92,65.59,946.0,848.0,897.0,LEO
7730,COSMOS 725,CIS,PAYLOAD,D,1975-04-08,PLMSC,1975,87.66,70.95,167.0,150.0,158.5,LEO
7734,GEOS 3,US,PAYLOAD,,1975-04-09,AFWTR,1975,101.47,114.99,834.0,823.0,828.5,LEO
7736,COSMOS 726,CIS,PAYLOAD,,1975-04-11,PLMSC,1975,104.47,83.0,989.0,950.0,969.5,LEO
7742,COSMOS 727,CIS,PAYLOAD,D,1975-04-16,TYMSC,1975,89.34,64.98,315.0,169.0,242.0,LEO
7745,COSMOS 728,CIS,PAYLOAD,D,1975-04-18,PLMSC,1975,89.69,72.84,320.0,199.0,259.5,LEO
7747,OPS 4883,US,PAYLOAD,D,1975-04-18,AFWTR,1975,89.12,110.48,340.0,122.0,231.0,LEO
7752,ARYABHATA,IND,PAYLOAD,D,1975-04-19,KYMSC,1975,87.46,50.62,152.0,145.0,148.5,LEO
7768,COSMOS 729,CIS,PAYLOAD,,1975-04-22,PLMSC,1975,104.83,82.96,1004.0,969.0,986.5,LEO
7770,COSMOS 730,CIS,PAYLOAD,D,1975-04-24,PLMSC,1975,88.66,81.32,251.0,165.0,208.0,LEO
7788,EXPLORER 53,US,PAYLOAD,D,1975-05-07,SNMLP,1975,88.73,3.0,212.0,211.0,211.5,LEO
7801,D5A (POLLUX),FR,PAYLOAD,D,1975-05-17,FRGUI,1975,90.91,29.94,406.0,232.0,319.0,LEO
7802,D5B (CASTOR),FR,PAYLOAD,D,1975-05-17,FRGUI,1975,89.5,29.93,300.0,200.0,250.0,LEO
7807,OPS 9435 (DSCS 2-5),US,PAYLOAD,D,1975-05-20,AFETR,1975,87.61,28.56,175.0,137.0,156.0,LEO
7808,OPS 9436 (DSCS 2-6),US,PAYLOAD,D,1975-05-20,AFETR,1975,88.6,28.6,256.0,160.0,208.0,LEO
7810,COSMOS 731,CIS,PAYLOAD,D,1975-05-21,TYMSC,1975,89.4,64.97,288.0,201.0,244.5,LEO
7816,OPS 6226 (DMSP 5C F7),US,PAYLOAD,-,1975-05-24,AFWTR,1975,101.05,98.63,845.0,771.0,808.0,LEO
7818,SOYUZ 18,CIS,PAYLOAD,D,1975-05-24,TYMSC,1975,91.57,51.6,363.0,340.0,351.5,LEO
7820,COSMOS 732,CIS,PAYLOAD,,1975-05-28,PLMSC,1975,114.58,74.02,1470.0,1403.0,1436.5,LEO
7821,COSMOS 740,CIS,PAYLOAD,D,1975-05-28,TYMSC,1975,89.29,64.97,307.0,172.0,239.5,LEO
7822,COSMOS 733,CIS,PAYLOAD,,1975-05-28,PLMSC,1975,116.24,74.02,1554.0,1469.0,1511.5,LEO
7823,COSMOS 734,CIS,PAYLOAD,,1975-05-28,PLMSC,1975,115.03,74.02,1471.0,1443.0,1457.0,LEO
7824,COSMOS 735,CIS,PAYLOAD,,1975-05-28,PLMSC,1975,115.26,74.02,1474.0,1460.0,1467.0,LEO
7825,COSMOS 736,CIS,PAYLOAD,,1975-05-28,PLMSC,1975,115.49,74.02,1486.0,1469.0,1477.5,LEO
7826,COSMOS 737,CIS,PAYLOAD,,1975-05-28,PLMSC,1975,115.97,74.02,1528.0,1471.0,1499.5,LEO
7827,COSMOS 738,CIS,PAYLOAD,,1975-05-28,PLMSC,1975,115.73,74.02,1509.0,1468.0,1488.5,LEO
7828,COSMOS 739,CIS,PAYLOAD,,1975-05-28,PLMSC,1975,114.81,74.01,1471.0,1422.0,1446.5,LEO
7877,COSMOS 741,CIS,PAYLOAD,D,1975-05-30,PLMSC,1975,88.73,81.35,222.0,201.0,211.5,LEO
7900,COSMOS 742,CIS,PAYLOAD,D,1975-06-03,PLMSC,1975,89.16,62.82,319.0,147.0,233.0,LEO
7903,MOLNIYA 1-30,CIS,PAYLOAD,D,1975-06-05,PLMSC,1975,96.29,63.21,1089.0,73.0,581.0,LEO
7910,SRET 2,FR,PAYLOAD,D,1975-06-05,PLMSC,1975,90.06,63.28,420.0,135.0,277.5,LEO
7918,OPS 6381,US,PAYLOAD,D,1975-06-08,AFWTR,1975,88.46,96.25,231.0,166.0,198.5,LEO
7924,NIMBUS 6,US,PAYLOAD,-,1975-06-12,AFWTR,1975,107.4,100.0,1113.0,1100.0,1106.5,LEO
7925,COSMOS 743,CIS,PAYLOAD,D,1975-06-12,PLMSC,1975,89.14,62.81,298.0,166.0,232.0,LEO
7937,OPS 6381 (SSU 1),US,PAYLOAD,,1975-06-08,AFWTR,1975,113.54,95.08,1393.0,1385.0,1389.0,LEO
7963,OPS 4966,US,PAYLOAD,,1975-06-18,AFETR,1975,,,,,,
7968,COSMOS 744,CIS,PAYLOAD,D,1975-06-20,PLMSC,1975,87.34,81.17,148.0,137.0,142.5,LEO
7970,OSO 8,US,PAYLOAD,D,1975-06-21,AFETR,1975,89.16,32.93,235.0,232.0,233.5,LEO
7982,COSMOS 745,CIS,PAYLOAD,D,1975-06-24,PLMSC,1975,87.79,70.98,170.0,161.0,165.5,LEO
7985,COSMOS 746,CIS,PAYLOAD,D,1975-06-25,PLMSC,1975,89.19,62.8,302.0,167.0,234.5,LEO
7990,COSMOS 747,CIS,PAYLOAD,D,1975-06-27,PLMSC,1975,89.2,62.84,280.0,190.0,235.0,LEO
8006,COSMOS 748,CIS,PAYLOAD,D,1975-07-03,PLMSC,1975,89.08,62.81,292.0,166.0,229.0,LEO
8009,COSMOS 749,CIS,PAYLOAD,D,1975-07-04,PLMSC,1975,89.24,74.05,241.0,233.0,237.0,LEO
8015,MOLNIYA 2-13,CIS,PAYLOAD,D,1975-07-08,PLMSC,1975,88.05,61.91,306.0,50.0,178.0,LEO
8026,METEOR 2-1,CIS,PAYLOAD,,1975-07-11,PLMSC,1975,102.07,81.28,872.0,842.0,857.0,LEO
8030,SOYUZ 19,CIS,PAYLOAD,D,1975-07-15,TYMSC,1975,88.8,51.77,220.0,210.0,215.0,LEO
8032,APOLLO 18,US,PAYLOAD,D,1975-07-15,AFETR,1975,88.72,51.77,222.0,201.0,211.5,LEO
8036,COSMOS 750,CIS,PAYLOAD,D,1975-07-17,PLMSC,1975,88.15,70.99,190.0,176.0,183.0,LEO
8040,COSMOS 751,CIS,PAYLOAD,D,1975-07-23,PLMSC,1975,89.53,62.82,308.0,195.0,251.5,LEO
8043,COSMOS 752,CIS,PAYLOAD,D,1975-07-24,PLMSC,1975,87.52,65.79,158.0,146.0,152.0,LEO
8053,JSSW-1,PRC,PAYLOAD,D,1975-07-26,JSC,1975,87.99,68.99,197.0,153.0,175.0,LEO
8059,COSMOS 753,CIS,PAYLOAD,D,1975-07-31,PLMSC,1975,89.14,62.82,300.0,164.0,232.0,LEO
8069,COSMOS 754,CIS,PAYLOAD,D,1975-08-13,TYMSC,1975,89.65,71.37,345.0,169.0,257.0,LEO
8072,COSMOS 755,CIS,PAYLOAD,,1975-08-14,PLMSC,1975,104.79,82.9,1006.0,963.0,984.5,LEO
8127,COSMOS 756,CIS,PAYLOAD,D,1975-08-22,PLMSC,1975,87.47,81.19,155.0,144.0,149.5,LEO
8147,COSMOS 757,CIS,PAYLOAD,D,1975-08-27,PLMSC,1975,89.25,62.83,310.0,165.0,237.5,LEO
8187,MOLNIYA 1-31,CIS,PAYLOAD,D,1975-09-02,PLMSC,1975,104.85,63.68,1868.0,107.0,987.5,LEO
8191,COSMOS 758,CIS,PAYLOAD,D,1975-09-05,PLMSC,1975,88.91,67.28,277.0,164.0,220.5,LEO
8197,KIKU-1 (ETS-I),JPN,PAYLOAD,-,1975-09-09,TANSC,1975,105.91,46.99,1101.0,974.0,1037.5,LEO
8275,COSMOS 759,CIS,PAYLOAD,D,1975-09-12,PLMSC,1975,89.47,62.81,270.0,227.0,248.5,LEO
8281,COSMOS 760,CIS,PAYLOAD,D,1975-09-16,TYMSC,1975,89.56,64.96,335.0,171.0,253.0,LEO
8285,COSMOS 761,CIS,PAYLOAD,,1975-09-17,PLMSC,1975,114.67,74.01,1481.0,1400.0,1440.5,LEO
8286,COSMOS 762,CIS,PAYLOAD,,1975-09-17,PLMSC,1975,115.12,74.01,1484.0,1438.0,1461.0,LEO
8287,COSMOS 763,CIS,PAYLOAD,,1975-09-17,PLMSC,1975,115.8,74.01,1509.0,1474.0,1491.5,LEO
8288,COSMOS 764,CIS,PAYLOAD,,1975-09-17,PLMSC,1975,116.03,74.01,1526.0,1478.0,1502.0,LEO
8289,COSMOS 765,CIS,PAYLOAD,,1975-09-17,PLMSC,1975,116.29,74.01,1550.0,1478.0,1514.0,LEO
8290,COSMOS 766,CIS,PAYLOAD,,1975-09-17,PLMSC,1975,114.9,74.01,1484.0,1417.0,1450.5,LEO
8291,COSMOS 767,CIS,PAYLOAD,,1975-09-17,PLMSC,1975,115.34,74.01,1486.0,1455.0,1470.5,LEO
8292,COSMOS 768,CIS,PAYLOAD,,1975-09-17,PLMSC,1975,115.56,74.01,1491.0,1470.0,1480.5,LEO
8293,METEOR 1-22,CIS,PAYLOAD,,1975-09-18,PLMSC,1975,101.92,81.25,903.0,796.0,849.5,LEO
8322,COSMOS 769,CIS,PAYLOAD,D,1975-09-23,PLMSC,1975,89.5,72.83,299.0,201.0,250.0,LEO
8325,COSMOS 770,CIS,PAYLOAD,,1975-09-24,PLMSC,1975,109.11,82.96,1208.0,1163.0,1185.5,LEO
8327,COSMOS 771,CIS,PAYLOAD,D,1975-09-25,PLMSC,1975,88.83,81.34,223.0,210.0,216.5,LEO
8332,D2B (AURA),FR,PAYLOAD,D,1975-09-27,FRGUI,1975,88.21,37.13,187.0,184.0,185.5,LEO
8338,COSMOS 772,CIS,PAYLOAD,D,1975-09-29,TYMSC,1975,89.46,51.8,300.0,196.0,248.0,LEO
8343,COSMOS 773,CIS,PAYLOAD,,1975-09-30,PLMSC,1975,100.29,74.05,780.0,764.0,772.0,LEO
8345,COSMOS 774,CIS,PAYLOAD,D,1975-10-01,TYMSC,1975,89.21,71.35,301.0,170.0,235.5,LEO
8353,EXPLORER 54 (AE-D),US,PAYLOAD,D,1975-10-06,AFWTR,1975,90.43,89.89,489.0,103.0,296.0,LEO
8360,OPS 5499,US,PAYLOAD,D,1975-10-09,AFWTR,1975,88.89,96.41,313.0,126.0,219.5,LEO
8361,TIP 2,US,PAYLOAD,D,1975-10-12,AFWTR,1975,87.31,90.34,151.0,131.0,141.0,LEO
8369,COSMOS 776,CIS,PAYLOAD,D,1975-10-17,PLMSC,1975,89.24,62.83,278.0,195.0,236.5,LEO
8416,COSMOS 777,CIS,PAYLOAD,D,1975-10-29,TYMSC,1975,89.48,65.11,256.0,241.0,248.5,LEO
8419,COSMOS 778,CIS,PAYLOAD,,1975-11-04,PLMSC,1975,104.74,82.97,998.0,967.0,982.5,LEO
8420,COSMOS 779,CIS,PAYLOAD,D,1975-11-04,PLMSC,1975,89.03,62.8,285.0,169.0,227.0,LEO
8425,MOLNIYA 3-3,CIS,PAYLOAD,D,1975-11-14,PLMSC,1975,90.17,61.07,492.0,73.0,282.5,LEO
8430,SOYUZ 20,CIS,PAYLOAD,D,1975-11-17,TYMSC,1975,91.3,51.57,342.0,335.0,338.5,LEO
8440,EXPLORER 55 (AE-5),US,PAYLOAD,D,1975-11-20,AFETR,1975,87.19,19.63,135.0,135.0,135.0,LEO
8442,COSMOS 780,CIS,PAYLOAD,D,1975-11-21,TYMSC,1975,89.18,65.01,269.0,199.0,234.0,LEO
8444,COSMOS 781,CIS,PAYLOAD,D,1975-11-21,PLMSC,1975,87.49,73.99,156.0,143.0,149.5,LEO
8450,COSMOS 782,CIS,PAYLOAD,D,1975-11-25,PLMSC,1975,90.39,62.81,369.0,218.0,293.5,LEO
8452,FSW-0 1,PRC,PAYLOAD,D,1975-11-26,JSC,1975,87.94,62.93,198.0,147.0,172.5,LEO
8458,COSMOS 783,CIS,PAYLOAD,,1975-11-28,PLMSC,1975,100.44,74.06,789.0,770.0,779.5,LEO
8463,COSMOS 784,CIS,PAYLOAD,D,1975-12-03,PLMSC,1975,88.72,81.33,218.0,205.0,211.5,LEO
8467,OPS 4428,US,PAYLOAD,D,1975-12-04,AFWTR,1975,88.76,96.18,269.0,157.0,213.0,LEO
8468,OPS 5547,US,PAYLOAD,D,1975-12-04,AFWTR,1975,87.53,96.2,173.0,131.0,152.0,LEO
8471,INTERCOSMOS 14,CIS,PAYLOAD,D,1975-12-11,PLMSC,1975,87.44,73.9,156.0,139.0,147.5,LEO
8473,COSMOS 785,CIS,PAYLOAD,,1975-12-12,TYMSC,1975,104.17,65.08,1010.0,901.0,955.5,LEO
8488,JSSW-2,PRC,PAYLOAD,D,1975-12-16,JSC,1975,87.21,68.99,146.0,126.0,136.0,LEO
8489,COSMOS 786,CIS,PAYLOAD,D,1975-12-16,TYMSC,1975,89.11,64.99,292.0,169.0,230.5,LEO
8492,MOLNIYA 2-15,CIS,PAYLOAD,D,1975-12-17,PLMSC,1975,100.53,62.83,1494.0,73.0,783.5,LEO
8510,PROGNOZ 4,CIS,PAYLOAD,D,1975-12-22,TYMSC,1975,91.5,65.04,465.0,232.0,348.5,LEO
8519,METEOR 1-23,CIS,PAYLOAD,,1975-12-25,PLMSC,1975,102.03,81.25,864.0,846.0,855.0,LEO
8521,MOLNIYA 3-4,CIS,PAYLOAD,D,1975-12-27,PLMSC,1975,91.16,63.42,584.0,79.0,331.5,LEO
8530,COSMOS 787,CIS,PAYLOAD,D,1976-01-06,PLMSC,1976,87.61,73.99,160.0,152.0,156.0,LEO
8551,COSMOS 788,CIS,PAYLOAD,D,1976-01-07,PLMSC,1976,89.65,62.8,348.0,167.0,257.5,LEO
8591,COSMOS 789,CIS,PAYLOAD,,1976-01-20,PLMSC,1976,104.87,82.98,1010.0,966.0,988.0,LEO
8604,COSMOS 790,CIS,PAYLOAD,D,1976-01-22,PLMSC,1976,87.61,73.94,160.0,152.0,156.0,LEO
8607,COSMOS 791,CIS,PAYLOAD,,1976-01-28,PLMSC,1976,114.74,74.05,1486.0,1401.0,1443.5,LEO
8608,COSMOS 792,CIS,PAYLOAD,,1976-01-28,PLMSC,1976,115.16,74.06,1490.0,1436.0,1463.0,LEO
8609,COSMOS 793,CIS,PAYLOAD,,1976-01-28,PLMSC,1976,114.96,74.05,1490.0,1417.0,1453.5,LEO
8610,COSMOS 794,CIS,PAYLOAD,,1976-01-28,PLMSC,1976,115.37,74.05,1494.0,1451.0,1472.5,LEO
8611,COSMOS 795,CIS,PAYLOAD,,1976-01-28,PLMSC,1976,115.59,74.06,1497.0,1467.0,1482.0,LEO
8612,COSMOS 796,CIS,PAYLOAD,,1976-01-28,PLMSC,1976,115.83,74.05,1516.0,1471.0,1493.5,LEO
8613,COSMOS 797,CIS,PAYLOAD,,1976-01-28,PLMSC,1976,116.06,74.06,1529.0,1479.0,1504.0,LEO
8614,COSMOS 798,CIS,PAYLOAD,,1976-01-28,PLMSC,1976,116.34,74.06,1554.0,1478.0,1516.0,LEO
8616,COSMOS 799,CIS,PAYLOAD,D,1976-01-29,TYMSC,1976,89.52,71.4,300.0,202.0,251.0,LEO
8645,COSMOS 800,CIS,PAYLOAD,,1976-02-03,PLMSC,1976,104.94,82.97,1007.0,977.0,992.0,LEO
8658,COSMOS 801,CIS,PAYLOAD,D,1976-02-05,PLMSC,1976,87.72,70.93,174.0,149.0,161.5,LEO
8681,COSMOS 802,CIS,PAYLOAD,D,1976-02-11,TYMSC,1976,89.29,64.98,309.0,170.0,239.5,LEO
8688,COSMOS 803,CIS,PAYLOAD,,1976-02-12,PLMSC,1976,92.49,65.84,410.0,383.0,396.5,LEO
8694,COSMOS 804,CIS,PAYLOAD,D,1976-02-16,TYMSC,1976,96.38,65.86,614.0,556.0,585.0,LEO
8696,OPS 5140 (DMSP 5C F8),US,PAYLOAD,D,1976-02-19,AFWTR,1976,88.92,98.87,360.0,82.0,221.0,LEO
8699,COSMOS 805,CIS,PAYLOAD,D,1976-02-20,PLMSC,1976,89.2,67.12,310.0,159.0,234.5,LEO
8709,UME (ISS),JPN,PAYLOAD,-,1976-02-29,TANSC,1976,104.98,69.67,1003.0,984.0,993.5,LEO
8737,COSMOS 806,CIS,PAYLOAD,D,1976-03-10,TYMSC,1976,89.78,71.37,349.0,178.0,263.5,LEO
8741,MOLNIYA 1-33,CIS,PAYLOAD,D,1976-03-11,PLMSC,1976,98.35,62.64,1278.0,81.0,679.5,LEO
8744,COSMOS 807,CIS,PAYLOAD,,1976-03-12,PLMSC,1976,98.74,82.92,1033.0,363.0,698.0,LEO
8754,COSMOS 808,CIS,PAYLOAD,D,1976-03-16,PLMSC,1976,87.22,81.17,144.0,129.0,136.5,LEO
8758,COSMOS 809,CIS,PAYLOAD,D,1976-03-18,TYMSC,1976,89.42,65.03,291.0,201.0,246.0,LEO
8762,MOLNIYA 1-34,CIS,PAYLOAD,D,1976-03-19,TYMSC,1976,94.26,63.63,884.0,81.0,482.5,LEO
8770,OPS 7600,US,PAYLOAD,D,1976-03-22,AFWTR,1976,87.37,96.42,223.0,66.0,144.5,LEO
8772,COSMOS 810,CIS,PAYLOAD,D,1976-03-26,PLMSC,1976,89.19,62.81,304.0,165.0,234.5,LEO
8781,COSMOS 811,CIS,PAYLOAD,D,1976-03-31,PLMSC,1976,89.8,72.85,326.0,203.0,264.5,LEO
8794,COSMOS 812,CIS,PAYLOAD,D,1976-04-06,PLMSC,1976,87.95,73.97,180.0,166.0,173.0,LEO
8799,METEOR 1-24,CIS,PAYLOAD,,1976-04-07,PLMSC,1976,101.99,81.25,877.0,829.0,853.0,LEO
8801,COSMOS 813,CIS,PAYLOAD,D,1976-04-09,PLMSC,1976,88.79,81.34,227.0,203.0,215.0,LEO
8806,COSMOS 814,CIS,PAYLOAD,D,1976-04-13,TYMSC,1976,90.48,65.07,479.0,117.0,298.0,LEO
8811,COSMOS 815,CIS,PAYLOAD,D,1976-04-28,PLMSC,1976,88.84,81.33,224.0,211.0,217.5,LEO
8812,COSMOS 816,CIS,PAYLOAD,D,1976-04-28,PLMSC,1976,89.43,65.8,254.0,239.0,246.5,LEO
8818,OPS 6431,US,PAYLOAD,,1976-04-30,AFWTR,1976,103.49,63.35,1205.0,641.0,923.0,LEO
8823,COSMOS 817,CIS,PAYLOAD,D,1976-05-05,TYMSC,1976,89.23,64.99,302.0,171.0,236.5,LEO
8833,MOLNIYA 3-5,CIS,PAYLOAD,D,1976-05-12,PLMSC,1976,98.42,62.15,1282.0,84.0,683.0,LEO
8835,SSU 1,US,PAYLOAD,,1976-04-30,AFWTR,1976,104.12,63.36,1254.0,653.0,953.5,LEO
8836,SSU 2,US,PAYLOAD,,1976-04-30,AFWTR,1976,104.14,63.36,1254.0,654.0,954.0,LEO
8845,METEOR 1-25,CIS,PAYLOAD,,1976-05-15,PLMSC,1976,102.0,81.26,881.0,825.0,853.0,LEO
8851,COSMOS 818,CIS,PAYLOAD,D,1976-05-18,PLMSC,1976,87.29,71.03,147.0,134.0,140.5,LEO
8853,COSMOS 819,CIS,PAYLOAD,D,1976-05-20,TYMSC,1976,89.32,64.99,283.0,198.0,240.5,LEO
8856,COSMOS 820,CIS,PAYLOAD,D,1976-05-21,PLMSC,1976,88.79,81.33,228.0,202.0,215.0,LEO
8860,P 76-5,US,PAYLOAD,,1976-05-22,AFWTR,1976,105.25,99.93,1036.0,976.0,1006.0,LEO
8862,COSMOS 821,CIS,PAYLOAD,D,1976-05-26,PLMSC,1976,89.52,72.82,333.0,168.0,250.5,LEO
8865,COSMOS 822,CIS,PAYLOAD,D,1976-05-28,PLMSC,1976,88.05,74.02,193.0,162.0,177.5,LEO
8871,OPS 7837,US,PAYLOAD,,1976-06-02,AFWTR,1976,,,,,,
8873,COSMOS 823,CIS,PAYLOAD,,1976-06-02,PLMSC,1976,104.84,82.97,1003.0,971.0,987.0,LEO
8877,COSMOS 824,CIS,PAYLOAD,D,1976-06-08,TYMSC,1976,89.43,71.38,325.0,167.0,246.0,LEO
8884,SSU 3,US,PAYLOAD,,1976-04-30,AFWTR,1976,103.76,63.35,1228.0,644.0,936.0,LEO
8889,COSMOS 825,CIS,PAYLOAD,,1976-06-15,PLMSC,1976,114.67,74.0,1486.0,1395.0,1440.5,LEO
8890,COSMOS 826,CIS,PAYLOAD,,1976-06-15,PLMSC,1976,116.27,74.0,1544.0,1482.0,1513.0,LEO
8891,COSMOS 827,CIS,PAYLOAD,,1976-06-15,PLMSC,1976,114.9,74.0,1489.0,1412.0,1450.5,LEO
8892,COSMOS 828,CIS,PAYLOAD,,1976-06-15,PLMSC,1976,115.11,74.0,1488.0,1433.0,1460.5,LEO
8893,COSMOS 829,CIS,PAYLOAD,,1976-06-15,PLMSC,1976,115.32,74.0,1490.0,1450.0,1470.0,LEO
8894,COSMOS 830,CIS,PAYLOAD,,1976-06-15,PLMSC,1976,115.55,74.0,1493.0,1468.0,1480.5,LEO
8895,COSMOS 831,CIS,PAYLOAD,,1976-06-15,PLMSC,1976,115.78,74.0,1507.0,1475.0,1491.0,LEO
8896,COSMOS 832,CIS,PAYLOAD,,1976-06-15,PLMSC,1976,116.01,74.0,1521.0,1481.0,1501.0,LEO
8898,COSMOS 833,CIS,PAYLOAD,D,1976-06-16,PLMSC,1976,89.29,62.82,301.0,178.0,239.5,LEO
8903,INTERCOSMOS 15,CIS,PAYLOAD,D,1976-06-19,PLMSC,1976,88.41,74.0,203.0,189.0,196.0,LEO
8911,SALYUT 5,CIS,PAYLOAD,D,1976-06-22,TYMSC,1976,88.15,51.56,185.0,182.0,183.5,LEO
8914,COSMOS 834,CIS,PAYLOAD,D,1976-06-24,PLMSC,1976,88.91,81.37,229.0,212.0,220.5,LEO
8922,COSMOS 835,CIS,PAYLOAD,D,1976-06-29,TYMSC,1976,89.2,64.96,297.0,172.0,234.5,LEO
8923,COSMOS 836,CIS,PAYLOAD,,1976-06-29,PLMSC,1976,100.42,74.05,791.0,766.0,778.5,LEO
8927,COSMOS 837,CIS,PAYLOAD,D,1976-07-01,PLMSC,1976,87.26,62.68,144.0,133.0,138.5,LEO
8932,COSMOS 838,CIS,PAYLOAD,D,1976-07-02,TYMSC,1976,93.15,65.06,443.0,414.0,428.5,LEO
8934,SOYUZ 21,CIS,PAYLOAD,D,1976-07-06,TYMSC,1976,89.79,51.59,269.0,259.0,264.0,LEO
9006,OPS 4699,US,PAYLOAD,D,1976-07-08,AFWTR,1976,88.7,96.86,257.0,163.0,210.0,LEO
9007,OPS 3986,US,PAYLOAD,D,1976-07-08,AFWTR,1976,,,,,,
9008,OPS 5366,US,PAYLOAD,,1976-07-08,AFWTR,1976,,,,,,
9011,COSMOS 839,CIS,PAYLOAD,,1976-07-08,PLMSC,1976,116.8,65.86,2090.0,983.0,1536.5,LEO
9019,COSMOS 840,CIS,PAYLOAD,D,1976-07-14,PLMSC,1976,89.62,72.87,311.0,201.0,256.0,LEO
9022,COSMOS 841,CIS,PAYLOAD,,1976-07-15,PLMSC,1976,100.23,74.04,779.0,760.0,769.5,LEO
9025,COSMOS 842,CIS,PAYLOAD,,1976-07-21,PLMSC,1976,104.79,82.98,1004.0,965.0,984.5,LEO
9043,COSMOS 843,CIS,PAYLOAD,D,1976-07-21,TYMSC,1976,88.6,65.07,276.0,135.0,205.5,LEO
9046,COSMOS 844,CIS,PAYLOAD,D,1976-07-22,PLMSC,1976,88.77,67.15,267.0,161.0,214.0,LEO
9049,MOLNIYA 1-35,CIS,PAYLOAD,D,1976-07-23,TYMSC,1976,90.81,63.44,496.0,133.0,314.5,LEO
9053,COSMOS 845,CIS,PAYLOAD,D,1976-07-27,PLMSC,1976,88.24,74.03,192.0,182.0,187.0,LEO
9055,INTERCOSMOS 16,CIS,PAYLOAD,D,1976-07-27,KYMSC,1976,89.39,50.54,247.0,242.0,244.5,LEO
9057,NOAA 5,US,PAYLOAD,-,1976-07-29,AFWTR,1976,116.33,102.27,1524.0,1508.0,1516.0,LEO
9061,COSMOS 846,CIS,PAYLOAD,,1976-07-29,PLMSC,1976,104.6,82.93,1006.0,945.0,975.5,LEO
9214,COSMOS 847,CIS,PAYLOAD,D,1976-08-04,PLMSC,1976,89.3,62.8,313.0,167.0,240.0,LEO
