NORAD_CAT_ID,OBJECT_NAME,OWNER,OBJECT_TYPE,OPS_STATUS_CODE,LAUNCH_DATE,LAUNCH_SITE,LAUNCH_YEAR,PERIOD,INCLINATION,APOGEE,PERIGEE,ALTITUDE_MEAN_KM,ORBIT_CLASS
48093,STARLINK-2404,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48094,STARLINK-2412,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48095,STARLINK-2414,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48096,STARLINK-2417,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48097,STARLINK-2418,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48098,STARLINK-2421,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48099,STARLINK-2428,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48100,STARLINK-2430,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,549.0,546.0,547.5,LEO
48101,STARLINK-2436,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48102,STARLINK-2437,US,PAYLOAD,P,2021-04-07,AFETR,2021,88.29,53.03,194.0,186.0,190.0,LEO
48103,STARLINK-2438,US,PAYLOAD,D,2021-04-07,AFETR,2021,87.98,53.02,178.0,171.0,174.5,LEO
48104,STARLINK-2439,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48105,STARLINK-2440,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48106,STARLINK-2442,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48107,STARLINK-2443,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48108,STARLINK-2444,US,PAYLOAD,D,2021-04-07,AFETR,2021,88.11,53.02,186.0,177.0,181.5,LEO
48109,STARLINK-2445,US,PAYLOAD,D,2021-04-07,AFETR,2021,88.23,53.03,189.0,184.0,186.5,LEO
48110,STARLINK-2447,US,PAYLOAD,D,2021-04-07,AFETR,2021,88.31,53.04,197.0,184.0,190.5,LEO
48111,STARLINK-2448,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48112,STARLINK-2449,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48113,STARLINK-2450,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48114,STARLINK-2451,US,PAYLOAD,D,2021-04-07,AFETR,2021,87.57,52.99,162.0,147.0,154.5,LEO
48115,STARLINK-2452,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48116,STARLINK-2454,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48117,STARLINK-2455,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,547.0,547.5,LEO
48118,STARLINK-2458,US,PAYLOAD,D,2021-04-07,AFETR,2021,88.16,53.03,186.0,181.0,183.5,LEO
48119,STARLINK-2459,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48120,STARLINK-2460,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48121,STARLINK-2462,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48122,STARLINK-2463,US,PAYLOAD,D,2021-04-07,AFETR,2021,87.42,53.03,151.0,143.0,147.0,LEO
48123,STARLINK-2464,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48124,STARLINK-2465,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48125,STARLINK-2466,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48126,STARLINK-2467,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,549.0,546.0,547.5,LEO
48127,STARLINK-2468,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48128,STARLINK-2469,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48129,STARLINK-2471,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48130,STARLINK-2472,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48131,STARLINK-2473,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.06,548.0,547.0,547.5,LEO
48132,STARLINK-2474,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48133,STARLINK-2475,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,549.0,546.0,547.5,LEO
48134,STARLINK-2476,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48135,STARLINK-2478,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48136,STARLINK-2479,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48137,STARLINK-2480,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48138,STARLINK-2481,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48139,STARLINK-2482,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48140,STARLINK-2483,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,549.0,546.0,547.5,LEO
48141,STARLINK-2484,US,PAYLOAD,D,2021-04-07,AFETR,2021,87.61,53.02,165.0,147.0,156.0,LEO
48142,STARLINK-2485,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48143,STARLINK-2486,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48144,STARLINK-2487,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48145,STARLINK-2488,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48146,STARLINK-2489,US,PAYLOAD,D,2021-04-07,AFETR,2021,88.11,53.03,184.0,178.0,181.0,LEO
48147,STARLINK-2490,US,PAYLOAD,D,2021-04-07,AFETR,2021,90.57,53.04,311.0,295.0,303.0,LEO
48148,STARLINK-2491,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48149,STARLINK-2492,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48150,STARLINK-2493,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48151,STARLINK-2503,US,PAYLOAD,+,2021-04-07,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48157,SHIYAN-6 03 (SY-6 03),PRC,PAYLOAD,+,2021-04-08,TAISC,2021,104.53,99.54,1007.0,938.0,972.5,LEO
48159,SOYUZ-MS 18,CIS,PAYLOAD,D,2021-04-09,TYMSC,2021,92.97,51.64,422.0,419.0,420.5,LEO
48209,CREW DRAGON 2,US,PAYLOAD,D,2021-04-23,AFETR,2021,92.97,51.64,422.0,419.0,420.5,LEO
48210,ONEWEB-0176,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48211,ONEWEB-0184,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48212,ONEWEB-0179,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48213,ONEWEB-0180,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48214,ONEWEB-0218,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48215,ONEWEB-0209,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48216,ONEWEB-0198,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1208.0,1204.0,1206.0,LEO
48217,ONEWEB-0189,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48218,ONEWEB-0196,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48219,ONEWEB-0183,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48220,ONEWEB-0185,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1208.0,1204.0,1206.0,LEO
48221,ONEWEB-0187,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48222,ONEWEB-0192,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48223,ONEWEB-0219,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48224,ONEWEB-0202,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1208.0,1204.0,1206.0,LEO
48225,ONEWEB-0204,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.9,1207.0,1204.0,1205.5,LEO
48226,ONEWEB-0205,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48227,ONEWEB-0206,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1205.0,1206.0,LEO
48228,ONEWEB-0182,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48229,ONEWEB-0186,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48230,ONEWEB-0181,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48231,ONEWEB-0188,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48232,ONEWEB-0220,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48233,ONEWEB-0165,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.9,1207.0,1204.0,1205.5,LEO
48234,ONEWEB-0199,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48235,ONEWEB-0203,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48236,ONEWEB-0197,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48237,ONEWEB-0194,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1205.0,1206.0,LEO
48238,ONEWEB-0193,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1205.0,1206.0,LEO
48239,ONEWEB-0191,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48240,ONEWEB-0195,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48241,ONEWEB-0201,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48242,ONEWEB-0207,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48243,ONEWEB-0208,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48244,ONEWEB-0200,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.55,87.91,1207.0,1204.0,1205.5,LEO
48245,ONEWEB-0217,UK,PAYLOAD,+,2021-04-25,VOSTO,2021,109.54,87.91,1207.0,1204.0,1205.5,LEO
48247,USA 314,US,PAYLOAD,+,2021-04-26,AFWTR,2021,97.88,98.04,770.0,550.0,660.0,LEO
48268,PLEIADES NEO 3,FR,PAYLOAD,+,2021-04-29,FRGUI,2021,97.19,97.9,625.0,623.0,624.0,LEO
48269,LEMUR-2-AMANDA-SVANTE,US,PAYLOAD,+,2021-04-29,FRGUI,2021,94.79,97.61,511.0,506.0,508.5,LEO
48270,AII-BRAVO,LTU,PAYLOAD,+,2021-04-29,FRGUI,2021,95.97,97.59,571.0,560.0,565.5,LEO
48271,TYVAK-182A,IT,PAYLOAD,+,2021-04-29,FRGUI,2021,95.83,97.61,564.0,553.0,558.5,LEO
48272,NORSAT 3,NOR,PAYLOAD,+,2021-04-29,FRGUI,2021,95.86,97.57,566.0,555.0,560.5,LEO
48273,LEMUR-2-SPECIAL-K,US,PAYLOAD,+,2021-04-29,FRGUI,2021,94.28,97.59,485.0,482.0,483.5,LEO
48274,CSS (TIANHE),PRC,PAYLOAD,+,2021-04-29,WSC,2021,92.25,41.46,386.0,383.0,384.5,LEO
48276,STARLINK-2567,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48277,STARLINK-2569,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48278,STARLINK-2543,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48279,STARLINK-2580,US,PAYLOAD,D,2021-04-29,AFETR,2021,88.15,53.04,187.0,179.0,183.0,LEO
48280,STARLINK-2565,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48281,STARLINK-2520,US,PAYLOAD,D,2021-04-29,AFETR,2021,88.12,53.04,187.0,176.0,181.5,LEO
48282,STARLINK-2558,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48283,STARLINK-2516,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48284,STARLINK-2564,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48285,STARLINK-2548,US,PAYLOAD,D,2021-04-29,AFETR,2021,88.28,53.04,192.0,187.0,189.5,LEO
48286,STARLINK-2547,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48287,STARLINK-2566,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.06,549.0,546.0,547.5,LEO
48288,STARLINK-2562,US,PAYLOAD,D,2021-04-29,AFETR,2021,87.85,53.03,173.0,163.0,168.0,LEO
48289,STARLINK-2545,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.06,548.0,547.0,547.5,LEO
48290,STARLINK-2540,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48291,STARLINK-2555,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48292,STARLINK-2542,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,549.0,546.0,547.5,LEO
48293,STARLINK-2550,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48294,STARLINK-2533,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48295,STARLINK-2535,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48296,STARLINK-2546,US,PAYLOAD,D,2021-04-29,AFETR,2021,88.1,53.05,184.0,177.0,180.5,LEO
48297,STARLINK-2544,US,PAYLOAD,D,2021-04-29,AFETR,2021,88.35,53.04,196.0,190.0,193.0,LEO
48298,STARLINK-2559,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48299,STARLINK-2557,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48300,STARLINK-2538,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48301,STARLINK-2537,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48302,STARLINK-2556,US,PAYLOAD,D,2021-04-29,AFETR,2021,87.32,53.02,145.0,138.0,141.5,LEO
48303,STARLINK-2530,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48304,STARLINK-2524,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48305,STARLINK-2519,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48306,STARLINK-2523,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48307,STARLINK-2528,US,PAYLOAD,D,2021-04-29,AFETR,2021,87.82,53.03,168.0,165.0,166.5,LEO
48308,STARLINK-2532,US,PAYLOAD,D,2021-04-29,AFETR,2021,87.84,53.03,169.0,166.0,167.5,LEO
48309,STARLINK-2517,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48310,STARLINK-2536,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48311,STARLINK-2534,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48312,STARLINK-2061,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,547.0,547.5,LEO
48313,STARLINK-2541,US,PAYLOAD,D,2021-04-29,AFETR,2021,88.23,53.04,190.0,184.0,187.0,LEO
48314,STARLINK-2549,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,547.0,547.5,LEO
48315,STARLINK-2506,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48316,STARLINK-2507,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48317,STARLINK-2513,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48318,STARLINK-2509,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48319,STARLINK-2512,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48320,STARLINK-2029,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48321,STARLINK-2457,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48322,STARLINK-2477,US,PAYLOAD,D,2021-04-29,AFETR,2021,88.01,53.04,179.0,174.0,176.5,LEO
48323,STARLINK-2515,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48324,STARLINK-2527,US,PAYLOAD,D,2021-04-29,AFETR,2021,88.42,53.04,198.0,194.0,196.0,LEO
48325,STARLINK-2495,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48326,STARLINK-2498,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48327,STARLINK-2502,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48328,STARLINK-2504,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48329,STARLINK-2510,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48330,STARLINK-2501,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,547.0,547.5,LEO
48331,STARLINK-2514,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48332,STARLINK-2511,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48333,STARLINK-2518,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48334,STARLINK-2470,US,PAYLOAD,+,2021-04-29,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48335,STARLINK-2441,US,PAYLOAD,D,2021-04-29,AFETR,2021,87.68,53.0,163.0,155.0,159.0,LEO
48340,YAOGAN-34 01,PRC,PAYLOAD,+,2021-04-30,JSC,2021,107.03,63.4,1138.0,1041.0,1089.5,LEO
48353,STARLINK-2613,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48354,STARLINK-2674,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48355,STARLINK-2635,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48356,STARLINK-2637,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48357,STARLINK-2636,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48358,STARLINK-2624,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48359,STARLINK-2628,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48360,STARLINK-2622,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48361,STARLINK-2591,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48362,STARLINK-2578,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48363,STARLINK-2626,US,PAYLOAD,P,2021-05-04,AFETR,2021,92.59,53.06,403.0,400.0,401.5,LEO
48364,STARLINK-2611,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,549.0,546.0,547.5,LEO
48365,STARLINK-2608,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48366,STARLINK-2631,US,PAYLOAD,D,2021-05-04,AFETR,2021,87.77,53.03,169.0,159.0,164.0,LEO
48367,STARLINK-2643,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48368,STARLINK-2623,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48369,STARLINK-2641,US,PAYLOAD,D,2021-05-04,AFETR,2021,87.57,53.05,157.0,151.0,154.0,LEO
48370,STARLINK-2621,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48371,STARLINK-2589,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,549.0,546.0,547.5,LEO
48372,STARLINK-2572,US,PAYLOAD,D,2021-05-04,AFETR,2021,89.78,53.04,271.0,256.0,263.5,LEO
48373,STARLINK-2609,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48374,STARLINK-2604,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48375,STARLINK-2603,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48376,STARLINK-2610,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48377,STARLINK-2499,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48378,STARLINK-2526,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48379,STARLINK-2612,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48380,STARLINK-2614,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48381,STARLINK-2630,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48382,STARLINK-2585,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,549.0,546.0,547.5,LEO
48383,STARLINK-2599,US,PAYLOAD,D,2021-05-04,AFETR,2021,90.27,53.04,294.0,282.0,288.0,LEO
48384,STARLINK-2601,US,PAYLOAD,D,2021-05-04,AFETR,2021,88.25,53.04,192.0,184.0,188.0,LEO
48385,STARLINK-2598,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48386,STARLINK-2606,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48387,STARLINK-2600,US,PAYLOAD,D,2021-05-04,AFETR,2021,87.93,53.03,175.0,169.0,172.0,LEO
48388,STARLINK-2594,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.6,53.06,548.0,546.0,547.0,LEO
48389,STARLINK-1904,US,PAYLOAD,D,2021-05-04,AFETR,2021,89.82,53.05,266.0,265.0,265.5,LEO
48390,STARLINK-2586,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48391,STARLINK-2607,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48392,STARLINK-2605,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48393,STARLINK-2602,US,PAYLOAD,D,2021-05-04,AFETR,2021,87.82,53.05,170.0,163.0,166.5,LEO
48394,STARLINK-2573,US,PAYLOAD,D,2021-05-04,AFETR,2021,88.27,53.04,192.0,185.0,188.5,LEO
48395,STARLINK-2574,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48396,STARLINK-2575,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48397,STARLINK-2590,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.05,548.0,546.0,547.0,LEO
48398,STARLINK-2588,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48399,STARLINK-2587,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,548.0,546.0,547.0,LEO
48400,STARLINK-2576,US,PAYLOAD,+,2021-05-04,AFETR,2021,95.59,53.06,549.0,546.0,547.5,LEO
