Mission name,Organisation,Nation,Type (U/mass),Launch date,Status,Mission description,Photo
Mission name,Organisation,Nation,Type (U/mass),Launch date,Status,Mission description,Photo
"SKOLTECH-B1 (R0AJU-1, Space-PI 9, Space π)",Skolkovo Institute of Science and Technology (Skoltech),Russia,3U,2022-08-09,"Reentered, Operational","Development of long-range inter-satellite communication technology, monitoring of cosmic radiation and gamma-ray bursts.",
"SKOLTECH-B2 (R0AJU-1, Space-PI 10, Space π)",Skolkovo Institute of Science and Technology (Skoltech),Russia,3U,2022-08-09,"Reentered, Operational","Development of long-range inter-satellite communication technology, monitoring of cosmic radiation and gamma-ray bursts.",
"SXC3-21 UTMN (RS23S, Space-PI 6, Space π)",Tyumen State University (UTMN),Russia,3U,2022-08-09,"Reentered, Operational","Monitoring of oil spills in the Arctic, forecasting the environmental situation.",
"SXC3-212 MONITOR-1 (Monitor-1, RS32S, Space-PI 4, Space π)",Moscow State University,Russia,3U,2022-08-09,"Reentered, Operational",Registration in near-Earth outer space of radiation-dangerous proton fluxes from solar flares.,
"SXC3-214 MIET-AIS (RS28S, Space-PI 7, Space π)",Moscow Institute of Electronic Technology (MIET),Russia,3U,2022-08-09,"Reentered, Operational",Payloads are AIS repeater and VERA plasma engine.,
"SXC3-215 VIZARD (Vizard-SS1, RS33S, Space-PI 16, Space π)",NIS,Russia,3U,2022-08-09,"Reentered, Operational",Vessel monitoring with AIS and device for the Internet of Things KINEIS.,
"SXC3-217 SIREN (Lilac, RS30S, Space-PI 14, Space π)",Belgorod State University,Russia,3U,2022-08-09,"Reentered, Operational",Studying the growth and development of lilac sprouts.,
"SXC3-218 KUZBASS-300 (RS34S, Space-PI 5, Space π)",Kuzbass State Technical University (KuzGTU),Russia,3U,2022-08-09,"Reentered, Operational",Remote sensing with a camera and amateur radio satellite.,
"SXC3-219 ISOI (RS19S, Space-PI 11, Space π)",ISOI,Russia,3U,2022-08-09,"Reentered, Operational",Hyperspectral remote sensing system.,
"SXC3-2110 CYCLOPS (SXC3-2110 VOENMEH, RS29S, Space-PI 3, Space π)",Baltic State Technical University “VOENMEH”,Russia,3U,2022-08-09,"Reentered, Operational",Study of the degradation of the characteristics of materials and parameters of electronic devices in outer space.,
"SXC3-2111 RESHUCUBE (ReshUCube-1, RS8S, Space-PI 12, Space π)",Siberian State University of Science and Technology,Russia,3U,2022-08-09,"Reentered, Operational",Study of the Radiation and Magnetic Situation in Near-Earth Orbit. Payload: reconfigurable space laboratory.,
FossaSat-1B (2),Fossa Systems,Spain,PocketQube 1p,2022-10-01,"Reentered, Operational, ?",First of a PocketQube constellation to provide LoRa-based IoT communications.,
GENESIS-G (Astroland-1),AMSAT-EA,Spain,PocketQube 2p,2022-10-01,"Reentered, No signal, ?",Second-generation GENESIS satellites to replace the ones lost with radio amateur payloads.,
GENESIS-J (Astroland-2),AMSAT-EA,Spain,PocketQube 1p,2022-10-01,"Reentered, Operational",Second-generation GENESIS satellites to replace the ones lost with radio amateur payloads.,
QUBIK-3,Libre Space Foundation,Greece,PocketQube 1p,2022-10-01,"Reentered, Operational",Designed for amateur radio service. Experiment with LEOP and passive RF orbit determination.,
QUBIK-4,Libre Space Foundation,Greece,PocketQube 1p,2022-10-01,"Reentered, Operational",Designed for amateur radio service. Experiment with LEOP and passive RF orbit determination.,
Serenity II,Teachers in Space,US,3U,2022-10-01,"Reentered, Operational",Educational mission to allow interaction with the CubeSat and blockchain for inter-satellite transactions.,
TechEdSat-15 (TES-15),NASA Ames Research Center,US,3U,2022-10-01,"Reentered, Operational",TechEdSat-15’s primary experiment is a version of an exo-brake intended to survive much higher temperature environments.,
FSI-SAT1,Happy Science University,Japan,1U,2022-10-12,Launch failure,Educational mission with a camera and to test spacecraft platform technologies.,
KOSEN-2,National Institute of Technology,Japan,2U,2022-10-12,Launch failure,Demonstrate CubeSat platform technologies including 360-degree camera.,
MAGNARO A Parent (MAGnetic separation Nano-satelite with FoRmation flight and cOnstellation),Nagoya University,Japan,2U,2022-10-12,Launch failure,Joint CubeSats are separated after spin-up and then continue formation flying.,
MAGNARO B Child (MAGnetic separation Nano-satelite with FoRmation flight and cOnstellation),Nagoya University,Japan,1U,2022-10-12,Launch failure,Joint CubeSats are separated after spin-up and then continue formation flying.,
Mitsuba-1 (MITSUBA),Kyushu Institute of Technology,Japan,2U,2022-10-12,Launch failure,Radio observation of amateur radio band in orbit by spectrum analyzer.,
Waseda-SAT0 (Waseda-Sat-Zero),Waseda University,Japan,1U,2022-10-12,Launch failure,Educational mission with drag chute for deorbiting.,
"LINUSS 1 (Linus 1, LINUSS-A 1, CHASE, Lockheed Martin In-space Upgrade Satellite System, WL2XOU)",Lockheed Martin,US,12U,2022-11-01,Operational,Show how small satellites can be used to upgrade constellations or provide life-extension services like refueling.,
"LINUSS 2 (Linus 2, LINUSS-A 2, RSO, Lockheed Martin In-space Upgrade Satellite System, WL2XOU)",Lockheed Martin,US,12U,2022-11-01,Operational,Show how small satellites can be used to upgrade constellations or provide life-extension services like refueling.,
PearlAfricaSat-1 (BIRDS-5),Kyushu Institute of Technology,Uganda,1U,2022-11-07,"Reentered, No signal, ?",Educational and amateur radio mission.,
"SpaceTuna 1 (SpaceTuna1, Space Tuna No. 1)",Kindai University,Japan,1U,2022-11-07,"Reentered, No signal, ?",Investigate the performance of retroreflective materials in space by using the satellite.,
TAKA (BIRDS-5),Kyushu Institute of Technology,Japan,1U,2022-11-07,"Reentered, No signal, ?",Educational and amateur radio mission.,
ZimSat-1 (BIRDS-5),Kyushu Institute of Technology,Zimbabwe,1U,2022-11-07,"Reentered, Semi-operational, ?",Educational and amateur radio mission.,
"CAS-10 (Hope-4, XW-4, Macau Student Science Satellite, AomenKepu-1, Aomen Kepu-1, Aoki-1)",CAMSAT (Chinese Amateur Satellite Group),China,8U,2022-11-12,"Reentered, Operational",A follow on mission from CAS-9 with transponder and camera payloads.,
ArgoMoon,Argotec,Italy,6U,2022-11-16,Was operational,Take several historically significant pictures of the EM-1 mission and it will test some innovative communication systems.,
BioSentinel (BioSentinel-1),NASA Ames Research Center,US,6U,2022-11-16,Operational,Developing deep space CubeSat technologies and radiation biosensor to gauge DNA damage and repair beyond LEO.,
CuSP (CubeSat for Solar Particles),Southwest Research Institute,US,6U,2022-11-16,Was operational,First protype of an interplanetary CubeSat space weather station to study solar particles.,
EQUULEUS (Equilibrium Lunar-Earth point 6U Spacecraft),JAXA,Japan,6U,2022-11-16,Was operational,Lunar L2 (libration-point) orbiter to demonstrate technologies and characterize environment.,
"LunaH-Map (LUNAHMAP, Lunar Polar Hydrogen Mapper Mission)",Arizona State University,US,6U,2022-11-16,"Retired, Operational","Map the hydrogen content of the entire South Pole of the moon, including within permanently shadowed regions at high resolution.",
Lunar IceCube (Lunar Ice Cube Orbiter),Morehead State University,US,6U,2022-11-16,Was operational,Prospect for water ice and other lunar volatiles from a low-perigee lunar orbit,
"LunIR (SkyFire, Lunar InfraRed imaging)",Lockheed Martin,US,6U,2022-11-16,Was semi-operational,Lunar fly-by to collect spectroscopy and thermography using mid-wave infra-red sensor.,
Miles,Team Miles / Tampa Hackerspace,US,6U,2022-11-16,Semi-operational,Demonstrate iodine-fueled plasma thruster.,
"NEA-Scout (Near Earth Asteroid Scout, NEA SCOUT)",NASA Marshall Space Flight Center,US,6U,2022-11-16,No signal,Rendezvous with an asteroid using solar sail and gather detailed imagery.,
OMOTENASHI,University of Tokyo,Japan,6U,2022-11-16,Was semi-operational,Demonstrate the technology for low-cost and very small spacecraft to explore the lunar surface with a landing probe.,
Astrocast 17 (0301),Astrocast,Switzerland,3U,2022-11-26,Operational,Constellation for IoT/M2M services.,
Astrocast 18 (0302),Astrocast,Switzerland,3U,2022-11-26,Operational,Constellation for IoT/M2M services.,
Astrocast 19 (0303),Astrocast,Switzerland,3U,2022-11-26,Operational,Constellation for IoT/M2M services.,
Astrocast 20 (0304),Astrocast,Switzerland,3U,2022-11-26,Operational,Constellation for IoT/M2M services.,
DANTESat,NPC SpaceMind,Italy,3U,2022-11-26,"Reentered, Was operational",Provide a cultural dissemination about Dante Alighieri Divine Comedy; the opera is engraved on metallic boards on the satellite.,
HSKSAT (HSKSAY),HSK Amateur Radio Club (Harada Seiki Kogyo),Japan,3U,2022-11-26,"Reentered, Operational",Experiment with high speed communication techniques over the amateur radio community.,
"LORIS (DUCS, Dalhousie University CubeSat)",Dalhousie University,Canada,2U,2022-11-26,"Reentered, Was semi-operational, ?",Educational mission and demonstrate CubeSat platform technologies.,
MARIO (Measurement of Actuator Response and Impedance on Orbit),University of Michigan,US,3U,2022-11-26,"Reentered, Operational",Characterize the behavior and degradation of macro-fiber composite materials.,
NutSat (NutSat-2),National Formosa University,Taiwan,2U,2022-11-26,"Reentered, Operational",Educational and amateur radio mission.,
OPTIMAL-1,ArkEdge Space,Japan,3U,2022-11-26,"Reentered, Operational","Demonstrate CubeSat platform, nano-propulsion system, and camera.",
"ORCASat (ORCA2Sat, ORCA2Sa, Optical and radio calibration of atmospheric attenuation CubeSat, Optical and Radio Calibration Satellite, Optical Reference Calibration Satellite)",University of Victoria,Canada,2U,2022-11-26,"Reentered, Operational",Calibrate optical and radio observatories in to reduce uncertainties in measurements of the Universe expansion rate.,
PetitSat (Plasma Enhancements in The Ionosphere-Thermosphere Satellite),NASA Goddard Space Flight Center,US,6U,2022-11-26,"Reentered, Was operational, ?","Provide in-situ measurements of plasma density, 3D ion drift, as well as ion and neutral composition.",
SPORT (Scintillation Prediction Observations Research Task),NASA Marshall Space Flight Center,US,6U,2022-11-26,"Reentered, Operational",Investigate the state of the ionosphere that leads to the growth of plasma bubbles.,
SS-1 (Surya Satellite 1),Surya University,Indonesia,1U,2022-11-26,"Reentered, Was operational",Satellite able to beacon and digipeat Automatic Package Reporting System (APRS) signal.,
Thybolt-1,Dhruva Space,India,0.5U,2022-11-26,"Reentered, Operational",Novel Store-and-Forward payload receiving messages from sensor nodes or remote Ground Stations.,
Thybolt-2,Dhruva Space,India,0.5U,2022-11-26,"Reentered, Operational",Novel Store-and-Forward payload receiving messages from sensor nodes or remote Ground Stations.,
TJREVERB (TJ REVERB),Thomas Jefferson High School for Science and Technology,US,2U,2022-11-26,"Reentered, No signal",Educational training and amateur radio communications.,
"CAS-5A (Fengtai-OSCAR 118, FO-118)",CAMSAT (Chinese Amateur Satellite Group),China,6U,2022-12-09,"Reentered, Operational",Amateur radio communications and deploy femtosatellite CAS-5B.,
CAS-5B,CAMSAT (Chinese Amateur Satellite Group),China,0.5 kg,2022-12-09,"On spacecraft, ?",A femto-satellite architecture 90Lx80Wx50H mm with mass: 0.5kg. Deployed from CAS-5A.,
Lunar Flashlight,NASA Jet Propulsion Laboratory,US,6U,2022-12-11,Operational,Illuminate permanently-shadowed regions and detect water ice absorption bands in the near-infrared.,
"Astrocast 13 (0401, ASTROCAST-0401)",Astrocast,Switzerland,3U,2023-01-03,"Unknown, ?",Constellation for IoT/M2M services.,
"Astrocast 14 (0402, ASTROCAST-0402)",Astrocast,Switzerland,3U,2023-01-03,"Unknown, ?",Constellation for IoT/M2M services.,
Astrocast 15 (0403),Astrocast,Switzerland,3U,2023-01-03,"Unknown, ?",Constellation for IoT/M2M services.,
Astrocast 16 (0404),Astrocast,Switzerland,3U,2023-01-03,"Unknown, ?",Constellation for IoT/M2M services.,
BDSAT-2,Central European Institute of Technology (CEITEC),Czechia,1U,2023-01-03,"Reentered, Operational",Verify and qualify pressure sensor devices for use in open space conditions.,
BRO-8 (Breizh Reconnaissance Orbiter),Unseenlabs,France,6U,2023-01-03,Operational,Spectrum monitoring service. Maritime surveillance. Electromagnetic intelligence service.,
"BROS A (Birkeland, Binational Radiofrequency Observing Satellites, MilSpace-2)",Norway Defence Research Establishment,Norway,6U,2023-01-03,Operational,Measure the time difference between detecting the signals and the angle of signal arrival to geolocate its source.,
"BROS B (Huygens, Binational Radiofrequency Observing Satellites, MilSpace-2)",Norway Defence Research Establishment,Norway,6U,2023-01-03,Operational,Measure the time difference between detecting the signals and the angle of signal arrival to geolocate its source.,
Connecta T1.2,Plan-S,Turkey,3U,2023-01-03,Operational,Demo satellites for end-to-end solutions for global IoT services.,
Flock-4y 1,Planet Labs,US,3U,2023-01-03,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 2,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 3,Planet Labs,US,3U,2023-01-03,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 4,Planet Labs,US,3U,2023-01-03,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 5,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 6,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 7,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 8,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 9,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 10,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 11,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 12,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 13,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 14,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 15,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 16,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 17,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 18,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 19,Planet Labs,US,3U,2023-01-03,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 20,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 21,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 22,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 23,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 24,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 25,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 26,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 27,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 28,Planet Labs,US,3U,2023-01-03,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 29,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 30,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 31,Planet Labs,US,3U,2023-01-03,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 32,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 33,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 34,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 35,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
Flock-4y 36,Planet Labs,US,3U,2023-01-03,Operational,Constellation for optical Earth observation with 3-5m resolution.,
FUTURA-SM1,NPC SpaceMind,Italy,3U,2023-01-03,"Reentered, Operational","Demonstrate NPC SPACEMIND 3U platform along with ARTICA, an innovative deorbiting sail device.",
FUTURA-SM3 (NPC 6U CubeSat),NPC SpaceMind,Italy,6U,2023-01-03,"Reentered, Operational, ?",Aims at in-orbit demonstrating the NPC SPACEMIND 6U compatible deorbiting sail device.,
Gama Alpha,Gama,France,6U,2023-01-03,Operational,Test the deployment of a solar sail with an area of 73.3 square meters.,
Guardian - Alpha (Pushan-Alpha),Orbital Astronautics,UK,3U,2023-01-03,"Operational, ?",Demonstrate a variety of technologies including an UltraScale+ high-performance computer.,
"Kelpie 1 (AAC-AIS-SAT-1, Clyde Orbcomm)",AAC Clyde Space,UK,3U,2023-01-03,Operational,Space-as-a-service model to build and operate spacecraft and sell AIS data exclusively to ORBCOMM.,
"KSF3 A (Kleos Space – Observer Mission, Kleos-13)",Kleos Space,UK,6U,2023-01-03,Operational,Form the foundation of a constellation that delivers a global picture of hidden maritime activity.,
"KSF3 B (Kleos Space – Observer Mission, Kleos-14)",Kleos Space,UK,6U,2023-01-03,Operational,Form the foundation of a constellation that delivers a global picture of hidden maritime activity.,
"KSF3 C (Kleos Space – Observer Mission, Kleos-15)",Kleos Space,UK,6U,2023-01-03,"Reentered, Operational",Form the foundation of a constellation that delivers a global picture of hidden maritime activity.,
"KSF3 D (Kleos Space – Observer Mission, Kleos-16)",Kleos Space,UK,6U,2023-01-03,Operational,Form the foundation of a constellation that delivers a global picture of hidden maritime activity.,
"KuwaitSat-﻿1 (kuwaitSAT1, Kuwait Sat-1)",Kuwait University,Kuwait,2U,2023-01-03,Operational,Multi-Color Camera Payload. The mission objective is to test if the camera can be used for attitude determination and control.,
Lemur-2 157 DISCLAIMER (Myriota?),Spire,US,3U,2023-01-03,"Reentered, Operational","Constellation for GPS radio occultation weather data, AIS and ADS-B. Myriota payload?",
Lemur-2 158 EMMACULATE,Spire,US,3U,2023-01-03,"Reentered, Operational","Constellation for GPS radio occultation weather data, AIS and ADS-B. Polarimetric Radio Occultation payload?",
Lemur-2 159 FUENTETAJA-01,Spire,US,3U,2023-01-03,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 160 MMOLO,Spire,US,3U,2023-01-03,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 161 PHILARI,Spire,US,3U,2023-01-03,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 162 STEVEALBERS,Spire,US,3U,2023-01-03,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
"MARIOT-1 (Sternula-1, Maritime IoT)",Sternula,Denmark,6U,2023-01-03,"Reentered, Operational",Enable communication between the ship bridge and shore using AIS 2.0 (VDES) with a big deployable VHF yagi antenna made by Space Inventor.,
MDQSAT-1A JuanaAzurduy,Innova Space,Argentina,0.25U,2023-01-03,"Deployment failure, On spacecraft",Tech demo of Innova Space’s new pico-satellite constellation for IoT.,
MDQSAT-1B SimonBolivar,Innova Space,Argentina,0.25U,2023-01-03,"Deployment failure, On spacecraft",Tech demo of Innova Space’s new pico-satellite constellation for IoT.,
"Menut (OpenConstellation, GENEO)",Open Cosmos,Spain,6U,2023-01-03,Operational,Take images at 5 meters resolution of any place in the world.,
"NSLSat 2 (BeetleSat-1, NSLSAT-2, NSL-2, NSL 2)",BeetleSat (NSLComm),Israel,6U,2023-01-03,"Reentered, Operational",Demonstrator for SkyFi constellation. Test the deployable antenna and high power payload of 1 Gbps downlink.,
Platform-2 (SharedSat 2211),EnduroSat,Bulgaria,6U,2023-01-03,"Unknown, ?",Technology demonstrations and commercial payloads.,
Pleiades - Sapling Sempervirens (Sapling-1),Stanford University,US,1U,2023-01-03,"Deployment failure, On spacecraft","Demonstrate CubeSat bus, intersatellite links and perform radio amateur mission.",
"Pleiades - Yearling (PROVES-Yearling, PROVES Yearling 1, Pleiades Rapid Orbital Verification Experimental System)",Cal Poly Pomona (Bronco Space),US,1U,2023-01-03,"Deployment failure, On spacecraft",PROVES-Yearling is built on the PyCubed architecture and is intended to serve as a lab bench in space.,
"QBUA01 (PolyItan HP-30, PolyITAN-2-HP)",Kiev National University,Ukraine,2U,2023-01-03,"Reentered, No signal, ?, Deployment failure, Deployment prohibited",Ukrainian educational satellite with in-house designed platform.,
"RROCI (EWS RROCI, Rapid Revisit Optical Cloud Imager)",U.S. Space Force,US,12U,2023-01-03,"Reentered, Deployment failure",Demonstrate an Electro-Optical / Infrared (EO/IR) LEO-based cloud characterization solution that supports U.S. warfighter operations.,
"Sharjahsat-1 (Sharjah-Sat-1, Sharjah Sat-1)",University of Sharjah,United Arab Emirates,3U,2023-01-03,Operational,Educational capability development mission with X-Ray Detector (iXRD) and camera payloads.,
SpaceBEE-156,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-157,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-158,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-159,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-160,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-161,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-162,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-163,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-164,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-165,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-166,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
SpaceBEE-167,Swarm Technologies,US,0.25U,2023-01-03,"Reentered, Operational",World’s smallest two-way communications satellites for IoT.,
"SPHERE-1 EYE (EYE, Star Sphere, Star Sphere-1, Sony)",Sony,Japan,6U,2023-01-03,"Reentered, Operational","Star Sphere project that seeks collaboration with artists, entertainers and educators.",
"STAR VIBE (ScanSAT, GROOVE-EVO?)",Scanway,Poland,6U,2023-01-03,Operational,Earth Observation constellation demo based on mirrors from range of 400nm to 12um.,
"TAUSAT-2 (TAU-SAT-2, TAU-SAT2, TAUSAT2, TAU-SAT3)",Herzliya Science Center,Israel,2U,2023-01-03,"Reentered, Operational",Light Emitting Diodes (LEDs) for an experiment with optical tracking of objects in space.,
Unicorn-2G,Alba Orbital,UK,PocketQube 2p,2023-01-03,"Deployment failure, On spacecraft",Earth Observation constellation to provide near-real time satellite imagery.,
Unicorn-2H,Alba Orbital,UK,PocketQube 2p,2023-01-03,"Deployment failure, On spacecraft",Earth Observation constellation to provide near-real time satellite imagery.,
Zeus 1 (Qosmosys),Qosmosys,Singapore,3U,2023-01-03,"Reentered, No signal, ?","Demonstrate CubeSat platform, perovskite solar cell testing, attitude control and time-capsule payload.",
"AMAN (Oman CubeSat, Aman-1)",ETCO Space,Oman,3U,2023-01-09,Launch failure,Oman’s first satellite.,
Amber-1 (IOD-3 AMBER),Horizon Technologies,UK,6U,2023-01-09,Launch failure,First of a SIGINT constellation to track vessels using an L-band Satphone detection sensor combined with radar detection.,
"CIRCE A (Coordinated Ionospheric Reconstruction CubeSat Experiment, WISCER)",US Naval Research Laboratory,US,6U,2023-01-09,Launch failure,Measure the ionosphere and radiation environment space from multiple vantage points.,
"CIRCE B (Coordinated Ionospheric Reconstruction CubeSat Experiment, WISCER)",US Naval Research Laboratory,US,6U,2023-01-09,Launch failure,Measure the ionosphere and radiation environment space from multiple vantage points.,
DOVER,RHEA Group,UK,3U,2023-01-09,Launch failure,Transmit new PNT signals for position or time determination.,
ForgeStar-0,Space Forge,UK,3U,2023-01-09,Launch failure,Demonstration for future re-entry capsule technologies.,
"Prometheus-2 1 (Prometheus 2A, Dstl)",Defence Science and Technology Laboratory (Dstl),UK,6U,2023-01-09,Launch failure,Test platform for monitoring radio signals including GPS and sophisticated imaging.,
"Prometheus-2 2 (Prometheus 2B, Dstl)",Defence Science and Technology Laboratory (Dstl),UK,6U,2023-01-09,Launch failure,Test platform for monitoring radio signals including GPS and sophisticated imaging.,
STORK-6,SatRev,Poland,3U,2023-01-09,Launch failure,Innovative shared platform with Earth-Observation capabilities. Aimed at in-orbit services.,
VariSat-1 A,VariSat (Omniteq),US,6U,2023-01-10,Launch failure,Experiment and gain flight heritage with a satellite designed to support HF marine data communications.,
VariSat-1 B,VariSat (Omniteq),US,6U,2023-01-10,Launch failure,Experiment and gain flight heritage with a satellite designed to support HF marine data communications.,
"BUPT-1 (Beiyou-1, Beiyou No. 1, Beiyou 1, BEIYOU1, Baoyun, Tiansuan Constellation)",Beijing University of Posts and Telecommunications,China,12U,2023-01-15,"Reentered, Unknown, ?",Beiyou No. 1 is the first satellite of Tiansuan constellation.,
"Golden Bauhinia No. 3 (Jinzijing 3, Jin Zijing 3)",Hong Kong Aerospace Science and Technology Group,China,3U,2023-01-15,"Reentered, Unknown, ?",The two scientific satellites of Golden Bauhinia No. 3/4 are 3U nano-satellites customized by Hangsheng Satellite according to customer needs,
"Golden Bauhinia No. 4 (Jinzijing 4, Jin Zijing 4)",Hong Kong Aerospace Science and Technology Group,China,3U,2023-01-15,"Reentered, Unknown, ?",The two scientific satellites of Golden Bauhinia No. 3/4 are 3U nano-satellites customized by Hangsheng Satellite according to customer needs,
Tianzhi-2 D (Tianzhi II),Hangsheng Satellite,China,20U,2023-01-15,"Reentered, Unknown, ?",Tianzhi-2 D star (Rizhao No. 3 satellite) is the first satellite of the software-defined shared constellation.,
AzaadiSAT 2 (AZAADISAT-2),Space Kidz India,India,9 kg,2023-02-10,"Reentered, Was operational",Carries 75 different payloads each weighing around 50 grams and conducting femto-experiments. Girl students from rural regions across the country were provided guidance to build these payloads.,
Janus 1 (JANUS-1),Antaris,US,6U,2023-02-10,"Reentered, Operational",The satellite features five payloads from a range of global providers.,
ARKSAT-1 (ARKSAT 1),University of Arkansas,US,1U,2023-03-14,"Reentered, Was semi-operational",Xenon flash bulb as the calibrated source for ground tracking and demonstrate deorbiting.,
AuroraSat,Aurora College,Canada,3U,2023-03-14,"Reentered, No signal",Promote and share indigenous culture across Canada through northern images.,
"Ex-Alta 2 (AlbertaSat-2, Experimental Albertan #2, EX-ALTA-2)",University of Alberta,Canada,3U,2023-03-14,"Reentered, No signal",Expand open-source platform and test imaging camera for wildfires.,
LightCube,Arizona State University,US,1U,2023-03-14,"Reentered, Operational",Education mission to allow a CubeSat in to be easily operable by general public and produce a light visible to the naked eye of observers on Earth.,
NEUDOSE ( NEUtron DOSimetry & Exploration),McMaster University,Canada,2U,2023-03-14,"Reentered, Was operational",Investigates radiation doses that astronauts would experience during extravehicular activities (EVAs).,
YukonSat,Yukon College,Canada,2U,2023-03-14,"Reentered, No signal",Coding challenges to transmit and receive short voice recordings.,
