NORAD_CAT_ID,OBJECT_NAME,OWNER,OBJECT_TYPE,OPS_STATUS_CODE,LAUNCH_DATE,LAUNCH_YEAR,AGE_YEARS,ALTITUDE_MEAN_KM,INCLINATION,APOGEE,PERIGEE,PERIOD,ORBIT_CLASS,LAUNCH_MASS_KG,MASS_SOURCE,EXPECTED_LIFETIME_YEARS,CONTRACTOR_TIER,OPERATOR_TIER,PURPOSE,DATA_COMPLETENESS_SCORE,MASS_ESTIMATED,TIER_INFERRED,PURPOSE_INFERRED,LIFETIME_ESTIMATED
48908,MANDRAKE 2 BAKER,US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,430.0,97.7,433.0,427.0,93.17,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48909,PACE-1,US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,411.5,97.68,414.0,409.0,92.8,LEO,7.98,CUBESAT_U,2,3,3,Science,80,False,True,False,True
48914,ICEYE-X12,FIN,PAYLOAD,D,2021-06-30,2021,4.290212183436003,174.5,97.61,181.0,168.0,87.98,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Earth Observation,40,True,True,True,True
48915,YAM-3,US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,444.0,97.69,448.0,440.0,93.47,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48916,ICEYE-X13,FIN,PAYLOAD,+,2021-06-30,2021,4.290212183436003,343.0,97.66,345.0,341.0,91.39,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Earth Observation,40,True,True,True,True
48917,ICEYE-X15,FIN,PAYLOAD,D,2021-06-30,2021,4.290212183436003,164.0,97.62,171.0,157.0,87.77,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Earth Observation,40,True,True,True,True
48918,ICEYE-X11,FIN,PAYLOAD,+,2021-06-30,2021,4.290212183436003,409.5,97.66,415.0,404.0,92.76,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Earth Observation,40,True,True,True,True
48922,D2/ATLACOM-1,LTU,PAYLOAD,D,2021-06-30,2021,4.290212183436003,228.0,97.61,234.0,222.0,89.05,LEO,7.98,CUBESAT_U,2,3,3,Science,80,False,True,False,True
48924,FARADAY_PHOENIX,UK,PAYLOAD,+,2021-06-30,2021,4.290212183436003,423.5,97.69,429.0,418.0,93.04,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48925,LEMUR-2-JOHN-TREIRES,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,193.5,97.57,199.0,188.0,88.36,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48926,KSF1-B,LUXE,PAYLOAD,D,2021-06-30,2021,4.290212183436003,185.5,97.57,192.0,179.0,88.2,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48927,LEMUR-2-AC-CUBED,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,181.5,97.59,188.0,175.0,88.12,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48928,PAINANI-2,MEX,PAYLOAD,D,2021-06-30,2021,4.290212183436003,182.0,97.61,186.0,178.0,88.12,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48931,HAWK-3B,US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,415.5,97.67,421.0,410.0,92.88,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48932,SPACEBEE-92,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,175.0,97.53,185.0,165.0,87.99,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48933,SPACEBEE-89,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,190.0,97.53,200.0,180.0,88.3,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48935,SPACEBEE-88,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,191.5,97.52,202.0,181.0,88.32,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48936,SPACEBEE-99,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,187.5,97.53,196.0,179.0,88.24,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48937,SPACEBEE-94,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,233.0,97.53,243.0,223.0,89.17,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48938,SHANNON,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,168.0,97.63,174.0,162.0,87.85,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48939,SPACEBEE-93,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,164.0,97.52,176.0,152.0,87.77,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48940,SPACEBEE-91,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,169.5,97.52,176.0,163.0,87.88,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48944,AYAN-21,RWA,PAYLOAD,D,2021-06-30,2021,4.290212183436003,204.0,97.6,208.0,200.0,88.58,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48945,SPACEBEE-95,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,196.0,97.53,205.0,187.0,88.42,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48946,SPACEBEE-97,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,193.5,97.53,203.0,184.0,88.36,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48947,SPACEBEE-90,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,232.5,97.53,245.0,220.0,89.14,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48948,HAWK-3C,US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,416.0,97.69,421.0,411.0,92.88,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48949,SPACEBEE-98,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,162.5,97.54,173.0,152.0,87.74,LEO,33.25,CUBESAT_U,3,3,3,Communications,80,False,True,False,True
48950,KSF1-D,LUXE,PAYLOAD,D,2021-06-30,2021,4.290212183436003,213.5,97.58,220.0,207.0,88.77,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48951,DEMO8 (TENZING),US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,435.5,97.7,441.0,430.0,93.28,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Technology Demo,40,True,True,True,True
48952,ASTROCAST-0204,SWTZ,PAYLOAD,D,2021-06-30,2021,4.290212183436003,163.5,97.63,172.0,155.0,87.76,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48953,ARTHUR-1,BEL,PAYLOAD,+,2021-06-30,2021,4.290212183436003,352.0,97.67,355.0,349.0,91.58,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48954,ASTROCAST-0201,SWTZ,PAYLOAD,+,2021-06-30,2021,4.290212183436003,367.0,97.65,370.0,364.0,91.88,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48955,ASTROCAST-0203,SWTZ,PAYLOAD,+,2021-06-30,2021,4.290212183436003,369.0,97.65,372.0,366.0,91.93,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48956,DEMO9 (AURORA),US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,271.0,97.66,272.0,270.0,89.94,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Technology Demo,40,True,True,True,True
48957,HAWK-3A,US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,416.0,97.68,421.0,411.0,92.88,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48958,SHERPA-FX2 & TAGSAT-2,US,PAYLOAD,+,2021-06-30,2021,4.290212183436003,432.0,97.69,438.0,426.0,93.21,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48959,LEMUR-2-CARLSANTAMARI,US,PAYLOAD,D,2021-06-30,2021,4.290212183436003,171.0,97.57,181.0,161.0,87.92,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48960,ASTROCAST-0205,SWTZ,PAYLOAD,+,2021-06-30,2021,4.290212183436003,364.5,97.65,367.0,362.0,91.84,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48961,ASTROCAST-0202,SWTZ,PAYLOAD,D,2021-06-30,2021,4.290212183436003,206.0,97.62,214.0,198.0,88.61,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48963,NAPA-2,THAI,PAYLOAD,+,2021-06-30,2021,4.290212183436003,410.5,97.69,414.0,407.0,92.78,LEO,7.98,CUBESAT_U,2,3,3,Earth Observation,80,False,True,False,True
48964,SPARTAN,BUL,PAYLOAD,+,2021-06-30,2021,4.290212183436003,409.5,97.69,412.0,407.0,92.76,LEO,7.98,CUBESAT_U,2,3,3,Technology Demo,80,False,True,False,True
48965,W-CUBE,FIN,PAYLOAD,D,2021-06-30,2021,4.290212183436003,191.0,97.65,195.0,187.0,88.31,LEO,3.99,CUBESAT_U,2,3,3,Communications,80,False,True,False,True
48966,NEPT-1,SPN,PAYLOAD,D,2021-06-30,2021,4.290212183436003,307.0,97.62,313.0,301.0,90.66,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48967,ONEWEB-0249,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.91,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48968,ONEWEB-0250,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1163.0,87.9,1165.0,1161.0,108.61,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48970,ONEWEB-0252,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48971,ONEWEB-0253,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48972,ONEWEB-0254,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48973,ONEWEB-0255,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48974,ONEWEB-0256,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48975,ONEWEB-0257,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48976,ONEWEB-0258,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48977,ONEWEB-0259,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.91,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48978,ONEWEB-0260,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1198.0,87.9,1199.0,1197.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48979,ONEWEB-0261,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1198.0,87.9,1199.0,1197.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48980,ONEWEB-0262,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48981,ONEWEB-0263,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1198.0,87.9,1199.0,1197.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48982,ONEWEB-0264,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1198.0,87.9,1199.0,1197.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48984,ONEWEB-0266,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.91,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48985,ONEWEB-0267,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.91,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48986,ONEWEB-0268,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.91,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48987,ONEWEB-0269,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48988,ONEWEB-0270,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48989,ONEWEB-0271,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1198.0,87.9,1199.0,1197.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48990,ONEWEB-0272,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1198.0,87.9,1199.0,1197.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48991,ONEWEB-0273,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.91,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48992,ONEWEB-0274,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1198.0,87.9,1199.0,1197.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48993,ONEWEB-0275,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48994,ONEWEB-0276,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.91,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48995,ONEWEB-0277,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48996,ONEWEB-0278,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48997,ONEWEB-0279,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1198.0,87.91,1199.0,1197.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48998,ONEWEB-0280,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
48999,ONEWEB-0281,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49000,ONEWEB-0282,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49001,ONEWEB-0283,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49002,ONEWEB-0284,UK,PAYLOAD,+,2021-07-01,2021,4.287474332648871,1197.5,87.9,1199.0,1196.0,109.37,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49003,JILIN-1 KUANFU-01B,PRC,PAYLOAD,+,2021-07-03,2021,4.2819986310746065,537.0,97.55,542.0,532.0,95.38,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49004,JILIN-1 GAOFEN 3D01,PRC,PAYLOAD,+,2021-07-03,2021,4.2819986310746065,356.5,97.33,361.0,352.0,91.68,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49005,JILIN-1 GAOFEN 3D02,PRC,PAYLOAD,+,2021-07-03,2021,4.2819986310746065,405.0,97.33,406.0,404.0,92.66,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49006,JILIN-1 GAOFEN 3D03,PRC,PAYLOAD,+,2021-07-03,2021,4.2819986310746065,417.5,97.33,420.0,415.0,92.91,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49007,XINGSHIDAI 10,PRC,PAYLOAD,+,2021-07-03,2021,4.2819986310746065,418.5,97.33,421.0,416.0,92.94,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49008,FENGYUN 3E,PRC,PAYLOAD,+,2021-07-04,2021,4.2792607802874745,826.0,98.75,828.0,824.0,101.42,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49013,ORCA-7,US,PAYLOAD,D,2021-02-20,2021,4.646132785763176,160.0,51.6,163.0,157.0,87.68,LEO,7.98,CUBESAT_U,2,3,3,Technology Demo,80,False,True,False,True
49014,GUNSMOKE-J 2,US,PAYLOAD,D,2021-02-20,2021,4.646132785763176,183.5,51.58,189.0,178.0,88.16,LEO,3.99,CUBESAT_U,2,3,3,Technology Demo,80,False,True,False,True
49015,ORCA-6,US,PAYLOAD,D,2021-02-20,2021,4.646132785763176,224.5,51.6,230.0,219.0,88.99,LEO,7.98,CUBESAT_U,2,3,3,Technology Demo,80,False,True,False,True
49016,DHABISAT (MYSAT-2),UAE,PAYLOAD,D,2021-02-20,2021,4.646132785763176,166.5,51.56,169.0,164.0,87.82,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49018,NINGXIA-1 6,PRC,PAYLOAD,+,2021-07-09,2021,4.265571526351814,864.5,45.0,869.0,860.0,102.24,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49019,NINGXIA-1 7,PRC,PAYLOAD,+,2021-07-09,2021,4.265571526351814,864.5,45.0,869.0,860.0,102.24,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49020,NINGXIA-1 8,PRC,PAYLOAD,+,2021-07-09,2021,4.265571526351814,864.5,44.99,869.0,860.0,102.24,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49021,NINGXIA-1 9,PRC,PAYLOAD,+,2021-07-09,2021,4.265571526351814,865.0,45.0,870.0,860.0,102.24,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49022,NINGXIA-1 10,PRC,PAYLOAD,+,2021-07-09,2021,4.265571526351814,865.0,45.0,870.0,860.0,102.24,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49026,YAOGAN-30 11A,PRC,PAYLOAD,+,2021-07-19,2021,4.238193018480493,564.5,34.99,568.0,561.0,95.95,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49027,TIANQI-15,PRC,PAYLOAD,+,2021-07-19,2021,4.238193018480493,545.5,35.0,550.0,541.0,95.55,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49028,YAOGAN-30 11B,PRC,PAYLOAD,+,2021-07-19,2021,4.238193018480493,564.5,34.99,565.0,564.0,95.95,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49029,YAOGAN-30 11C,PRC,PAYLOAD,+,2021-07-19,2021,4.238193018480493,564.0,35.0,567.0,561.0,95.95,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49049,TIANHUI 1-04,PRC,PAYLOAD,+,2021-07-29,2021,4.210814510609172,494.5,97.31,495.0,494.0,94.5,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49052,MONOLITH,US,PAYLOAD,+,2021-07-29,2021,4.210814510609172,550.5,37.02,553.0,548.0,95.66,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49059,KL-BETA A,GER,PAYLOAD,+,2021-08-04,2021,4.1943874058863795,913.5,88.99,916.0,911.0,103.28,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49060,KL-BETA B,GER,PAYLOAD,+,2021-08-04,2021,4.1943874058863795,912.5,88.99,916.0,909.0,103.25,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49064,CYGNUS NG-16,US,PAYLOAD,D,2021-08-10,2021,4.177960301163586,460.5,51.6,465.0,456.0,93.8,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49066,BRO-4,FR,PAYLOAD,D,2021-08-17,2021,4.158795345653662,178.5,97.41,184.0,173.0,88.06,LEO,7.98,CUBESAT_U,2,3,3,Communications,80,False,True,False,True
49067,RADCUBE,HUN,PAYLOAD,D,2021-08-17,2021,4.158795345653662,342.5,97.43,344.0,341.0,91.39,LEO,3.99,CUBESAT_U,2,3,3,Communications,80,False,True,False,True
49068,SUNSTORM,FIN,PAYLOAD,D,2021-08-17,2021,4.158795345653662,208.0,97.42,219.0,197.0,88.65,LEO,2.66,CUBESAT_U,2,3,3,Communications,80,False,True,False,True
49069,LEDSAT,IT,PAYLOAD,+,2021-08-17,2021,4.158795345653662,284.0,97.37,288.0,280.0,90.2,LEO,1.33,CUBESAT_U,2,3,3,Communications,80,False,True,False,True
49070,PLEIADES NEO 4,FR,PAYLOAD,+,2021-08-17,2021,4.158795345653662,624.0,97.9,625.0,623.0,97.19,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49071,TIANHUI 2-02A,PRC,PAYLOAD,+,2021-08-18,2021,4.15605749486653,516.0,97.48,517.0,515.0,94.94,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49072,TIANHUI 2-02B,PRC,PAYLOAD,+,2021-08-18,2021,4.15605749486653,516.0,97.48,517.0,515.0,94.94,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49075,ONEWEB-0285,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1213.5,87.89,1215.0,1212.0,109.72,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49076,ONEWEB-0286,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1213.5,87.89,1215.0,1212.0,109.72,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49077,ONEWEB-0287,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1193.5,87.91,1195.0,1192.0,109.29,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49078,ONEWEB-0288,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1213.5,87.89,1215.0,1212.0,109.72,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49079,ONEWEB-0289,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1193.5,87.91,1195.0,1192.0,109.29,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49080,ONEWEB-0290,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1193.5,87.91,1195.0,1192.0,109.29,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49081,ONEWEB-0291,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1193.5,87.91,1195.0,1192.0,109.29,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49082,ONEWEB-0293,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1193.5,87.91,1195.0,1192.0,109.29,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49083,ONEWEB-0294,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1213.5,87.89,1215.0,1212.0,109.72,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49084,ONEWEB-0295,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1193.5,87.91,1195.0,1192.0,109.29,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49085,ONEWEB-0296,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1213.5,87.89,1215.0,1212.0,109.72,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49086,ONEWEB-0297,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1213.5,87.89,1215.0,1212.0,109.72,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49087,ONEWEB-0298,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1193.5,87.91,1195.0,1192.0,109.29,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
49088,ONEWEB-0299,UK,PAYLOAD,+,2021-08-21,2021,4.147843942505133,1193.5,87.91,1195.0,1192.0,109.29,LEO,100.0,CUBESAT_ERA_ESTIMATE,7,3,3,Communications,40,True,True,True,True
