NORAD_CAT_ID,OBJECT_NAME,OWNER,OBJECT_TYPE,OPS_STATUS_CODE,LAUNCH_DATE,LAUNCH_YEAR,AGE_YEARS,ALTITUDE_MEAN_KM,INCLINATION,APOGEE,PERIGEE,PERIOD,ORBIT_CLASS,LAUNCH_MASS_KG,MASS_SOURCE,EXPECTED_LIFETIME_YEARS,CONTRACTOR_TIER,OPERATOR_TIER,PURPOSE,DATA_COMPLETENESS_SCORE,MASS_ESTIMATED,TIER_INFERRED,PURPOSE_INFERRED,LIFETIME_ESTIMATED
27944,LARETS,CIS,PAYLOAD,+,2003-09-27,2003,22.04791238877481,680.5,98.38,690.0,671.0,98.37,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
27945,STSAT-1,SKOR,PAYLOAD,-,2003-09-27,2003,22.04791238877481,669.0,98.36,678.0,660.0,98.12,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28043,SHENZHOU-5 (SZ-5),PRC,PAYLOAD,D,2003-10-15,2003,21.998631074606433,334.0,42.42,336.0,332.0,91.22,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28051,IRS-P6 (RESOURCESAT-1),IND,PAYLOAD,+,2003-10-17,2003,21.99315537303217,771.5,98.23,818.0,725.0,100.28,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28052,SOYUZ-TMA 3,CIS,PAYLOAD,D,2003-10-18,2003,21.99041752224504,362.0,51.62,369.0,355.0,91.78,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28054,DMSP 5D-3 F16 (USA 172),US,PAYLOAD,B,2003-10-18,2003,21.99041752224504,844.5,99.01,850.0,839.0,101.81,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28057,CBERS 2 (ZY 1B),CHBZ,PAYLOAD,-,2003-10-21,2003,21.982203969883642,770.0,98.72,771.0,769.0,100.24,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28058,CHUANGXIN 1 (CX-1),PRC,PAYLOAD,+,2003-10-21,2003,21.982203969883642,731.0,98.53,739.0,723.0,99.42,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28060,SERVIS 1,JPN,PAYLOAD,-,2003-10-30,2003,21.95756331279945,992.0,99.5,1008.0,976.0,104.95,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28095,USA 173,US,PAYLOAD,-,2003-12-02,2003,21.867214236824093,1102.0,63.39,1525.0,679.0,107.31,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28142,PROGRESS-M1 11,CIS,PAYLOAD,D,2004-01-29,2004,21.70841889117043,341.0,51.63,363.0,319.0,91.36,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28163,MOLNIYA 1-93,CIS,PAYLOAD,D,2004-02-18,2004,21.65366187542779,189.5,62.86,310.0,69.0,88.28,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28220,SHIYAN-1 (SY-1),PRC,PAYLOAD,+,2004-04-18,2004,21.489390828199863,488.5,97.91,493.0,484.0,94.39,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28221,NAXING 1,PRC,PAYLOAD,,2004-04-18,2004,21.489390828199863,553.5,98.03,560.0,547.0,95.72,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28228,SOYUZ-TMA 4,CIS,PAYLOAD,D,2004-04-19,2004,21.48665297741273,361.0,51.64,366.0,356.0,91.77,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28230,GP-B,US,PAYLOAD,-,2004-04-20,2004,21.4839151266256,621.0,89.84,623.0,619.0,97.12,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28254,FORMOSAT-2 (ROCSAT 2),ROC,PAYLOAD,-,2004-05-20,2004,21.401779603011637,890.0,98.81,891.0,889.0,102.77,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28261,PROGRESS-M 49,CIS,PAYLOAD,D,2004-05-25,2004,21.388090349075977,356.5,51.57,367.0,346.0,91.67,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28352,COSMOS 2406,CIS,PAYLOAD,,2004-06-10,2004,21.34428473648186,852.0,71.01,858.0,846.0,101.97,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28366,APRIZESAT 2,US,PAYLOAD,+,2004-06-29,2004,21.29226557152635,765.5,98.08,840.0,691.0,100.15,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28368,DEMETER,FR,PAYLOAD,-,2004-06-29,2004,21.29226557152635,621.5,98.1,622.0,621.0,97.13,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28369,SAUDICOMSAT 1,SAUD,PAYLOAD,+,2004-06-29,2004,21.29226557152635,709.0,98.58,733.0,685.0,98.96,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28370,SAUDICOMSAT 2,SAUD,PAYLOAD,+,2004-06-29,2004,21.29226557152635,727.0,98.67,766.0,688.0,99.33,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28371,SAUDISAT 2,SAUD,PAYLOAD,+,2004-06-29,2004,21.29226557152635,704.5,98.54,722.0,687.0,98.87,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28372,APRIZESAT 1,US,PAYLOAD,+,2004-06-29,2004,21.29226557152635,720.5,98.63,752.0,689.0,99.2,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28373,UNISAT-3,IT,PAYLOAD,-,2004-06-29,2004,21.29226557152635,730.0,98.69,777.0,683.0,99.4,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28375,ECHO (AO-51),US,PAYLOAD,-,2004-06-29,2004,21.29226557152635,746.5,98.62,804.0,689.0,99.75,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28376,AURA,US,PAYLOAD,+,2004-07-15,2004,21.248459958932237,691.0,98.3,692.0,690.0,98.58,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28380,COSMOS 2407,CIS,PAYLOAD,+,2004-07-22,2004,21.229295003422312,977.0,82.96,1005.0,949.0,104.63,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28396,COSMOS 2410,CIS,PAYLOAD,D,2004-09-24,2004,21.05407255304586,235.5,67.12,288.0,183.0,89.22,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28399,PROGRESS-M 50,CIS,PAYLOAD,D,2004-08-11,2004,21.17453798767967,354.0,51.64,357.0,351.0,91.62,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28413,SHIJIAN-6 01A (SJ-6 01A),PRC,PAYLOAD,+,2004-09-08,2004,21.097878165639973,526.5,97.61,530.0,523.0,95.17,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28414,SHIJIAN-6 01B (SJ-6 01B),PRC,PAYLOAD,+,2004-09-08,2004,21.097878165639973,554.5,97.62,557.0,552.0,95.74,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28419,COSMOS 2408,CIS,PAYLOAD,+,2004-09-23,2004,21.05681040383299,1483.0,82.48,1496.0,1470.0,115.6,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28420,COSMOS 2409,CIS,PAYLOAD,+,2004-09-23,2004,21.05681040383299,1484.0,82.48,1495.0,1473.0,115.63,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28444,SOYUZ-TMA 5,CIS,PAYLOAD,D,2004-10-14,2004,20.999315537303218,354.5,51.65,360.0,349.0,91.63,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28454,RITE TARGET 1,JPN,PAYLOAD,,2002-12-14,2002,22.833675564681723,770.0,98.72,776.0,764.0,100.24,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28455,RITE TARGET 2,JPN,PAYLOAD,,2002-12-14,2002,22.833675564681723,769.0,98.72,775.0,763.0,100.22,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28470,JB-3 3 (ZY 2C),PRC,PAYLOAD,+,2004-11-06,2004,20.93634496919918,516.0,97.25,541.0,491.0,94.95,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28479,SHIYAN-2 (SY-2),PRC,PAYLOAD,,2004-11-18,2004,20.903490759753595,674.5,98.07,681.0,668.0,98.24,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28485,SWIFT,US,PAYLOAD,+,2004-11-20,2004,20.89801505817933,434.0,20.56,437.0,431.0,93.26,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28492,HELIOS 2A,FR,PAYLOAD,-,2004-12-18,2004,20.82135523613963,562.0,98.3,566.0,558.0,95.9,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28493,NANOSAT-1,SPN,PAYLOAD,+,2004-12-18,2004,20.82135523613963,631.5,98.19,635.0,628.0,97.34,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28498,PARASOL,FR,PAYLOAD,-,2004-12-18,2004,20.82135523613963,648.5,98.5,659.0,638.0,97.7,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28503,PROGRESS-M 51,CIS,PAYLOAD,D,2004-12-23,2004,20.80766598220397,335.5,51.64,355.0,316.0,91.24,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28521,COSMOS 2414,CIS,PAYLOAD,+,2005-01-20,2005,20.73100616016427,936.0,82.95,965.0,907.0,103.75,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28523,TATIANA,CIS,PAYLOAD,,2005-01-20,2005,20.73100616016427,935.5,82.95,963.0,908.0,103.75,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28537,USA 181,US,PAYLOAD,+,2005-02-03,2005,20.692676249144423,1105.0,63.4,1501.0,709.0,107.37,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28624,PROGRESS-M 52,CIS,PAYLOAD,D,2005-02-28,2005,20.62422997946612,350.5,51.64,353.0,348.0,91.55,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28640,SOYUZ-TMA 6,CIS,PAYLOAD,D,2005-04-15,2005,20.49828884325804,348.0,51.64,349.0,347.0,91.49,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28646,USA 182,US,PAYLOAD,+,2005-04-30,2005,20.45722108145106,719.5,57.01,724.0,715.0,99.18,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28649,IRS-P5 (CARTOSAT-1),IND,PAYLOAD,+,2005-05-05,2005,20.4435318275154,598.0,97.57,599.0,597.0,96.64,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28650,HAMSAT (VO-52),IND,PAYLOAD,-,2005-05-05,2005,20.4435318275154,547.0,98.01,561.0,533.0,95.59,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28654,NOAA 18,US,PAYLOAD,-,2005-05-20,2005,20.40246406570842,847.0,98.84,858.0,836.0,101.86,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28686,FOTON-M 2,CIS,PAYLOAD,D,2005-05-31,2005,20.372347707049965,269.5,62.96,284.0,255.0,89.9,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28700,PROGRESS-M 53,CIS,PAYLOAD,D,2005-06-16,2005,20.32854209445585,351.5,51.64,353.0,350.0,91.57,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28737,SJ-7,PRC,PAYLOAD,+,2005-07-05,2005,20.27652292950034,516.5,97.76,528.0,505.0,94.95,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28773,SUZAKU (ASTRO-EII),JPN,PAYLOAD,D,2005-07-10,2005,20.262833675564682,177.5,31.37,179.0,176.0,88.04,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28775,STS 114,US,PAYLOAD,D,2005-07-26,2005,20.21902806297057,331.5,51.64,350.0,313.0,91.16,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28809,KIRARI (OICETS),JPN,PAYLOAD,,2005-08-23,2005,20.142368240930868,504.0,98.1,518.0,490.0,94.69,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28810,REIMEI (INDEX),JPN,PAYLOAD,+,2005-08-23,2005,20.142368240930868,545.0,97.99,559.0,531.0,95.55,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28841,COSMOS 2415,CIS,PAYLOAD,D,2005-09-02,2005,20.11498973305955,257.5,64.88,310.0,205.0,89.65,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28866,PROGRESS-M 54,CIS,PAYLOAD,D,2005-09-08,2005,20.098562628336754,347.5,51.64,353.0,342.0,91.49,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28877,SOYUZ-TMA 7,CIS,PAYLOAD,D,2005-10-01,2005,20.035592060232716,343.5,51.64,348.0,339.0,91.41,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28879,SHENZHOU-6 (SZ-6),PRC,PAYLOAD,D,2005-10-12,2005,20.005475701574266,334.5,42.41,338.0,331.0,91.21,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28888,USA 186,US,PAYLOAD,+,2005-10-19,2005,19.98631074606434,365.0,96.89,466.0,264.0,91.78,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28890,BEIJING 1,PRC,PAYLOAD,+,2005-10-27,2005,19.964407939767284,682.5,98.26,693.0,672.0,98.42,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28891,TOPSAT,UK,PAYLOAD,-,2005-10-27,2005,19.964407939767284,679.5,98.27,691.0,668.0,98.35,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28892,UWE-1,GER,PAYLOAD,-,2005-10-27,2005,19.964407939767284,658.0,98.27,667.0,649.0,97.89,LEO,1.33,CUBESAT_U,2,3,3,Technology Demo,80,False,True,False,True
28893,SINAH 1,IRAN,PAYLOAD,+,2005-10-27,2005,19.964407939767284,681.0,98.25,691.0,671.0,98.37,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28894,SSETI EXPRESS (XO-53),ESA,PAYLOAD,-,2005-10-27,2005,19.964407939767284,677.5,98.27,689.0,666.0,98.3,LEO,500.0,EARLY_2000s_ESTIMATE,12,1,1,Communications,40,True,True,True,True
28895,CUBESAT XI-V,JPN,PAYLOAD,+,2005-10-27,2005,19.964407939767284,656.5,98.27,666.0,647.0,97.86,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Technology Demo,40,True,True,True,True
28897,NCUBE-2,ESA,PAYLOAD,-,2005-10-27,2005,19.964407939767284,653.0,98.26,662.0,644.0,97.78,LEO,1.33,CUBESAT_U,2,1,1,Communications,80,False,True,False,True
28898,MOZHAETS 5 & RUBIN-5,GER,PAYLOAD,,2005-10-27,2005,19.964407939767284,680.5,98.32,694.0,667.0,98.37,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28906,PROGRESS-M 55,CIS,PAYLOAD,D,2005-12-21,2005,19.813826146475016,342.5,51.63,349.0,336.0,91.38,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28908,COSMOS 2416,CIS,PAYLOAD,+,2005-12-21,2005,19.813826146475016,1441.5,82.46,1448.0,1435.0,114.69,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28909,GONETS-D1M 1,CIS,PAYLOAD,,2005-12-21,2005,19.813826146475016,1442.5,82.46,1449.0,1436.0,114.72,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28931,ALOS (DAICHI),JPN,PAYLOAD,-,2006-01-24,2006,19.720739219712527,664.0,98.1,666.0,662.0,98.02,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28980,ST5-A,US,PAYLOAD,-,2006-03-22,2006,19.564681724845997,1644.5,105.49,2992.0,297.0,119.2,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28982,ST5-C,US,PAYLOAD,-,2006-03-22,2006,19.564681724845997,960.5,105.49,1659.0,262.0,104.28,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
28996,SOYUZ-TMA 8,CIS,PAYLOAD,D,2006-03-30,2006,19.54277891854894,341.5,51.65,348.0,335.0,91.36,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29047,FORMOSAT-3 FM6,ROC,PAYLOAD,-,2006-04-15,2006,19.498973305954827,788.0,71.98,824.0,752.0,100.62,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29048,FORMOSAT-3 FM1,ROC,PAYLOAD,-,2006-04-15,2006,19.498973305954827,788.0,71.97,820.0,756.0,100.62,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29049,FORMOSAT-3 FM5,ROC,PAYLOAD,-,2006-04-15,2006,19.498973305954827,788.0,72.02,814.0,762.0,100.62,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29050,FORMOSAT-3 FM3,ROC,PAYLOAD,-,2006-04-15,2006,19.498973305954827,674.0,72.01,704.0,644.0,98.23,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29051,FORMOSAT-3 FM4,ROC,PAYLOAD,-,2006-04-15,2006,19.498973305954827,787.5,72.0,835.0,740.0,100.61,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29052,FORMOSAT-3 FM2,ROC,PAYLOAD,-,2006-04-15,2006,19.498973305954827,787.5,72.03,817.0,758.0,100.61,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29057,PROGRESS-M 56,CIS,PAYLOAD,D,2006-04-24,2006,19.474332648870636,342.0,51.64,350.0,334.0,91.38,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29079,EROS B,ISRA,PAYLOAD,+,2006-04-25,2006,19.471594798083505,415.0,97.35,418.0,412.0,92.87,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29092,RSS-1 (YAOGAN-1),PRC,PAYLOAD,,2006-04-26,2006,19.468856947296374,607.0,97.77,608.0,606.0,96.83,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29107,CLOUDSAT,US,PAYLOAD,-,2006-04-28,2006,19.463381245722108,611.5,98.42,616.0,607.0,96.93,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29108,CALIPSO,FR,PAYLOAD,-,2006-04-28,2006,19.463381245722108,666.0,98.45,667.0,665.0,98.06,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29111,COSMOS 2420,CIS,PAYLOAD,D,2006-05-03,2006,19.449691991786448,219.5,67.14,270.0,169.0,88.89,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29228,RESURS-DK 1,CIS,PAYLOAD,P,2006-06-15,2006,19.33196440793977,531.0,69.93,535.0,527.0,95.26,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29245,PROGRESS-M 57,CIS,PAYLOAD,D,2006-06-24,2006,19.307323750855577,340.0,51.63,357.0,323.0,91.33,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29251,STS 121,US,PAYLOAD,D,2006-07-04,2006,19.279945242984258,341.5,51.63,351.0,332.0,91.36,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29260,COSMOS 2422,CIS,PAYLOAD,D,2006-07-21,2006,19.23340177960301,476.0,63.15,880.0,72.0,94.13,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29268,ARIRANG-2 (KOMPSAT-2),SKOR,PAYLOAD,+,2006-07-28,2006,19.21423682409309,679.0,97.83,689.0,669.0,98.33,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29391,STS 115,US,PAYLOAD,D,2006-09-09,2006,19.096509240246405,342.5,51.63,350.0,335.0,91.38,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29393,IGS 3A,JPN,PAYLOAD,D,2006-09-11,2006,19.091033538672143,488.0,97.4,490.0,486.0,94.4,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29400,SOYUZ-TMA 9,CIS,PAYLOAD,D,2006-09-18,2006,19.071868583162217,333.5,51.63,344.0,323.0,91.2,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29402,COSMOS 2423,CIS,PAYLOAD,D,2006-09-14,2006,19.082819986310746,243.0,64.89,284.0,202.0,89.37,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29479,HINODE (SOLAR-B),JPN,PAYLOAD,+,2006-09-22,2006,19.06091718001369,667.0,98.07,680.0,654.0,98.08,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29496,LDREX-2,JPN,PAYLOAD,D,2006-10-13,2006,19.003422313483917,273.0,7.19,427.0,119.0,89.97,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29499,METOP-A,EUME,PAYLOAD,-,2006-10-19,2006,18.986995208761122,646.5,98.33,772.0,521.0,97.66,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29503,PROGRESS-M 58,CIS,PAYLOAD,D,2006-10-23,2006,18.976043805612594,336.0,51.63,346.0,326.0,91.25,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29505,SHIJIAN-6 02A (SJ-6 02A),PRC,PAYLOAD,+,2006-10-23,2006,18.976043805612594,527.5,97.67,529.0,526.0,95.18,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29506,SHIJIAN-6 02B (SJ-6 02B),PRC,PAYLOAD,+,2006-10-23,2006,18.976043805612594,566.0,97.7,574.0,558.0,95.99,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29522,DMSP 5D-3 F17 (USA 191),US,PAYLOAD,+,2006-11-04,2006,18.94318959616701,843.0,98.74,851.0,835.0,101.78,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29647,STS 116,US,PAYLOAD,D,2006-12-10,2006,18.844626967830255,326.5,51.63,339.0,314.0,91.06,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29653,TACSAT 2,US,PAYLOAD,D,2006-12-16,2006,18.82819986310746,162.0,40.0,163.0,161.0,87.73,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29658,SAR-LUPE 1,GER,PAYLOAD,+,2006-12-19,2006,18.819986310746064,484.0,98.2,495.0,473.0,94.3,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29668,MERIDIAN 1,CIS,PAYLOAD,D,2006-12-24,2006,18.806297056810404,225.0,61.17,386.0,64.0,88.99,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29678,COROT,FR,PAYLOAD,-,2006-12-27,2006,18.798083504449007,726.5,90.1,858.0,595.0,99.34,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29709,LAPAN-TUBSAT,INDO,PAYLOAD,+,2007-01-10,2007,18.759753593429156,612.0,98.12,620.0,604.0,96.94,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29711,SRE-1,IND,PAYLOAD,D,2007-01-10,2007,18.759753593429156,564.5,97.94,643.0,486.0,95.95,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
29714,PROGRESS-M 59,CIS,PAYLOAD,D,2007-01-18,2007,18.7378507871321,342.0,51.63,347.0,337.0,91.37,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
30586,IGS 4A,JPN,PAYLOAD,D,2007-02-24,2007,18.636550308008214,492.0,97.3,496.0,488.0,94.5,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
30587,IGS 4B,JPN,PAYLOAD,D,2007-02-24,2007,18.636550308008214,486.0,97.3,488.0,484.0,94.3,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
30772,OE (ASTRO),US,PAYLOAD,D,2007-03-09,2007,18.600958247775495,160.5,45.97,166.0,155.0,87.7,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
30774,OE (NEXTSAT),US,PAYLOAD,D,2007-03-09,2007,18.600958247775495,164.0,45.97,166.0,162.0,87.77,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
30776,FALCONSAT-3,US,PAYLOAD,D,2007-03-09,2007,18.600958247775495,188.5,35.41,194.0,183.0,88.26,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
31100,SOYUZ-TMA 10,CIS,PAYLOAD,D,2007-04-07,2007,18.521560574948666,342.0,51.64,344.0,340.0,91.38,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
31113,HAIYANG-1B,PRC,PAYLOAD,+,2007-04-11,2007,18.510609171800137,788.5,98.33,797.0,780.0,100.63,LEO,500.0,EARLY_2000s_ESTIMATE,12,3,3,Communications,40,True,True,True,True
